	17119-05-01-243200068	17119-05-02-243200066	17119-05-03-243200095	17119-05-04-243200101	17119-05-05-243200087	17119-05-06-243200069	17119-05-07-243200099	17119-05-08-243200071	17119-05-09-243200070	17119-05-10-243200096	17119-05-11-243200091	17119-05-12-243200081	17119-05-13-243200076	17119-05-14-243200089	17119-05-15-243200093	17119-05-16-243200072	17119-05-17-243200086	17119-05-18-243200100	17119-05-19-243200062	17119-05-20-243200063	17119-05-21-243200075	17119-05-22-243200094	17119-05-23-243200073	17119-05-24-243200088	17119-05-25-243200085	17119-05-26-243200098	17119-05-27-243200083	17119-05-28-243200078	17119-05-30-243200082	17119-05-31-243200080	17119-05-32-243200092	17119-05-33-243200064	17119-05-34-243200097	17119-05-35-243200067	17119-05-36-243200079	17119-05-37-243200074	17119-05-38-243200077	17119-05-39-243200084	17119-05-40-243200090	17119D-05-29-243200065
bin_117	0.13861766	0.14475887	2.5340707	1.3555803	46.255184	0.36480188	1.077152	14.682632	0.45905244	1.039235	3.9061742	14.499969	0.51571023	25.453815	0.815798	24.66856	0.61532956	2.6850684	9.352585	0.11938356	1.53938	0.05834352	71.1961	5.9011374	10.338313	22.907497	14.013921	32.307796	2.5963688	6.7671237	15.45742	6.634808	125.92556	3.1016011	17.092657	29.098267	0.9340874	3.2823818	4.64116	10.830483
bin_118	0.0027290874	0.025891539	0.3691474	0.12064241	0.014470413	0.027440654	0.0019536444	0.030302422	0.12463933	0.29328784	1.859038	0.39212233	0.015295391	0.19199024	1.9774096	0.13808781	0.0709091	1.8902397	0.02390723	0.12222985	0.016862199	0.008009765	1.7480854	0.012866456	0.018884247	0.38361898	0.22033666	1.0494143	0.03066921	0.471543	2.081073	0.40607736	0.043834638	4.9260697	0.36395457	0.37892625	1.3448062	0.07708846	0.26033124	1.0245471
bin_119	0.018005608	0.021004973	0.044245817	0.053345613	3.475858	0.055408217	0.03629974	0.8633102	0.073180296	0.02719844	0.024055941	0.15532705	0.029452013	0.04612122	0.030348847	1.6583627	0.048765395	0.05846295	0.061067574	0.0629829	0.09656653	0.05460178	73.38653	1.1836159	0.08673789	10.792895	0.118049115	21.294096	0.11162588	0.8277288	1.1913741	5.331227	0.3825334	3.6166692	0.7698045	4.593737	61.170788	0.05427484	0.0326205	0.2280512
bin_12	0.0006916539	0.0034603456	0.0032062687	0.006466508	0.0017316258	0.0039892574	0.0024984234	0.029814603	0.033901423	0.0041756635	0.005334371	1.0487915	0.009822648	7.8802166	0.107913375	0.0069485065	0.017634684	0.01720292	0.24368389	1.1231974	0.008078983	0.002402522	0.105966285	0.18000232	0.027966317	0.06486103	0.4226126	1.5681231	0.048754547	4.8055654	18.801466	0.16417232	0.6219102	0.0074803247	0.51547647	0.069468044	1.6822859	0.12196732	0.8806797	0.1464214
bin_120	0.0017368228	0.023593744	0.45047435	0.1859668	0.0058502615	0.028067226	0.0018365528	0.006648946	0.09312244	0.35667154	0.12000896	0.40181035	0.007996991	0.21905434	2.1371844	0.1707901	0.013472843	0.9818221	0.0047768964	0.13848604	0.009483644	0.0046171593	0.17682968	0.00234788	0.017664038	0.37877357	0.1807107	3.1688352	0.028057083	2.495521	0.5195103	0.57169867	0.024121976	0.24614793	0.26755267	0.13546541	1.0505106	0.03698376	0.20123817	0.06592404
bin_121	0.0003294669	0.00019241744	0.0074472674	0	2.7409891e-05	0.00050927576	0	0.0036893713	0	0	0.0040435074	8.6615255e-05	0	1.42531435e-05	0.00023846606	0.0035090144	0.00016555574	2.9054485e-05	0.00039031685	2.7409891e-05	0.0002028332	0	0.0006326203	0.003846156	2.7409891e-05	0.00022202011	5.4819782e-05	0	0.00015239899	7.5103104e-05	0.003371965	0.025062509	0.023641031	0.019925347	0.023305533	0.04405318	0.00864508	0.27918017	24.352406	0.00032343672
bin_122	0.00026608893	2.5426274e-05	0	0.00019572319	7.0365735e-05	0.0028755344	0.0031617277	0.009589253	0.00041923788	8.928761e-05	0	0.031987436	0.00026608893	0.016478	0.0015988988	0.0014427933	8.928761e-05	0.0024781749	0.012824895	0.00017798392	0.011022585	0	0.0029411695	0.0015699246	0.00032403716	0.00026727153	0.0002170103	0.10140353	0.00029920222	0.0023758784	0.0011631042	0.02515841	0.018204622	0.01800062	0.18591869	0.06443136	0.009301878	12.156367	10.502193	4.9078622e-05
bin_123	0.0004292222	0.0005928349	0.0002708312	0.0003404536	0.00086540665	1.009525e-05	0.001546662	0.45936662	0.00028649624	0.00021060782	0.22603057	0.00090822444	0.0008065757	0.0026345123	0.0014979263	0.0012208291	0.25704283	0.0032746904	0.008673561	0.0033345656	0.032730542	0.0018456903	6.4106736	0.002074748	0.0004323552	0.0009322442	0.00019807578	0.008851446	0.0046187514	0.0016054929	0.35377273	0.011565328	0.0007306873	0.007028035	0.0014140313	0.027082076	0.0012834893	0.026814377	0.003307761	0.026942482
bin_124	0.30950788	0.03290354	0.0049130637	0.60353863	0.12609257	0.005548203	0.0023150998	0.036054708	0.07120811	0.009613719	0.0026089235	0.0037534263	0.005932313	1.5779133	1.1851052	2.1851933	0.0033849725	0.026116895	0.0004879663	0.00013725682	0.00489271	0.10362525	0.042287108	0.14549902	0.00483739	1.2673142	0.002549428	0.030677162	0.049745943	0.50592554	0.07506174	0.06725167	0.017545389	0.07385565	0.0086607495	0.08317085	7.5049458	0.0052194125	0.023523629	0.25978333
bin_125	0.76850224	0.07659328	0.0074507273	0.67543954	0.16328037	0.02811148	0.007568786	0.037595693	0.051909097	0.030508569	0.010791838	0.010550334	0.020502742	0.7454974	15.940285	1.450607	0.0047968714	0.01324055	0.0012937099	0.00059747667	0.0034232587	0.10848309	0.056690708	0.710534	0.0071423375	0.2762277	0.0037558884	0.32068607	0.20002855	2.0317986	0.9549145	0.21482451	0.020687686	0.026315907	0.0039228764	0.16509524	2.5666745	0.0061772177	0.016509838	0.30960605
bin_126	0.00027691005	0.00029345113	0.00018378986	0.00027691005	0.00036819236	0.005015625	0.008119224	0.06938925	0.0026073654	0.00085278496	0.05628013	0.00092201243	0.0014690936	0.78291047	0.0054021967	0.0011958593	0.025099568	1.0681634	0.018540109	0.02892546	0.050909176	0.011523624	39.882786	0.021457465	0.014605167	0.023640277	0.008977522	0.010654298	0.0055167587	0.28559658	11.165935	0.01076641	0.16148268	0.010326539	0.5049314	1.8543012	0.007039764	5.28926	3.0713718	0.9529847
bin_127	0.008034238	0.0052274824	0.008906081	0.0031299696	0.2629035	0.15564889	0.0025837256	2.3148081	0.55033195	0.015499173	15.820886	0.18319803	0.027997185	0.9332728	0.2562202	0.007307503	0.11381592	0.0070391516	1.2557181	0.29885185	0.33023304	0.0043512657	0.0056834808	0.0022215508	0.058082342	4.0120234	0.013664446	0.022743862	0.0093616815	2.6980305	2.3192565	0.020213012	0.48270425	4.883246	3.7253737	6.968259	0.012336604	0.05008349	0.3619641	6.175658
bin_128	0	0	2.0036028e-05	0	0	0.00019635308	0.002442574	0.005032686	0	0	8.232986e-05	0.0015376741	0	0.0005216653	0.0015088951	0.002151505	9.253002e-05	0.00013442354	0.0033296237	1.2385908e-05	0.001150068	0	0.001672462	0.0021409406	0	3.060048e-05	0	4.9543632e-05	0.00042840673	0.0016170896	0.002408695	0.020454235	0.021646924	0.01645213	0.021162054	0.1193273	0.009031513	11.49654	14.345276	0
bin_129	0.12200477	0.11067842	0.0970258	0.11717237	0.23530264	134.92274	0.04150871	0.039574843	4.7318416	0.0036213417	0.030446785	0.13665138	0.010893907	0.015855985	0.09930471	0.0046192827	0.06857038	0.5024802	0.0013542679	0.3788838	0.0052558226	0.9642438	0.00029769086	0.0030101733	0.45277992	3.4361057	0.021353118	0.025894595	0.039926097	0.01510612	13.147711	0.004047017	0.022551775	2.1024332	0.0604008	0.507559	0.028306004	0.0056025647	0.004129333	3.604345
bin_13	0.05499029	0.5862908	0.16867977	18.885447	2.487092	0.020498846	0.017767403	0.012114766	0.03316798	0.3842193	0.0015679621	0.004203733	0.024376761	0.021317907	2.0116634	0.13001807	0.00031412393	0.005266227	0.00030615125	0.0032475418	0.0013197458	0.0009811722	0.06900787	0.013524869	0.0009827667	0.010848172	0.001119897	0.008590306	0.25062627	0.010452727	0.008234724	0.47966087	0.0013367542	0.0027814053	0.0043057837	0.008899115	0.93329465	0.004099025	0.0041585546	4.7880907
bin_130	5.309819e-05	2.4336669e-05	2.8761518e-05	0.008681922	3.2448894e-05	0.00010619638	5.457314e-05	9.402804e-05	3.1711417e-05	2.5811619e-06	2.7655306e-05	0.0051272935	4.0561117e-06	9.808415e-05	0.00025037272	6.268536e-06	1.3274547e-05	0.00010140279	0.0008414588	0.004677803	0.02035873	1.03246475e-05	3.2080156e-05	6.526652e-05	1.4380759e-05	0.001414108	0.00022566729	0.0073754857	0.00051807606	2.5811618e-05	0.00022492983	0.04651733	0.043187633	0.041195713	46.38436	0.09351144	0.05798912	0.049816057	0.1837308	0.0003134268
bin_131	0.0012724634	0.00087802595	0.00044912676	0.009462378	0.11790607	0.011963103	0.00062892726	0.5424927	0.0054022567	0.0034214542	0.013785832	3.5789664	0.0069710165	0.076657206	0.0018066207	0.01573442	0.0012717142	0.0068088216	0.088723324	0.0058944607	0.12159648	0.00064653275	0.11517873	0.00025509202	0.017068315	0.021867491	0.01793398	11.909391	0.010803015	0.02437833	0.070338346	0.11542557	0.060589034	0.30043995	20.087727	0.23676659	0.018616097	0.6328634	0.8532004	0.048206396
bin_132	0.036580425	0.024042424	0.20828639	0.2807625	0.011698635	0.035442818	0.0021010397	0.015444527	0.27371973	2.2502432	0.09019392	0.91457313	0.026184024	0.15180692	4.67729	0.26940694	0.014294038	0.7833925	0.0055572814	0.153008	0.0090335645	0.003919587	0.3345826	0.0052848095	0.014520223	0.49252945	0.28364086	1.6363412	0.033510704	0.40601176	0.41071582	8.030936	0.031666387	0.20374551	0.19972476	0.34084803	1.1482743	0.05320837	0.13769375	0.05409259
bin_133	0.010916667	0.009777195	2.0295384	0.014611409	0.018671399	6.1281924	0.008287172	1.4632221	0.022675904	0.016037496	0.24909249	15.419706	0.036470465	1.6455315	0.011529212	1.7535855	0.006704551	0.005341667	1.241455	0.0036363169	0.28779045	0.0019860845	0.07715819	0.0020342208	0.009730528	0.013092358	0.008146805	0.062931135	0.008555045	18.697336	0.019368825	0.021410396	3.0454216	0.013022174	0.44063556	0.3032753	0.0048151067	0.61963487	0.835177	0.12466254
bin_134	0.5888252	6.0406523	2.2636895	0.62712365	0.19764517	12.922699	6.3367395	2.5606754	6.581303	8.902015	7.7447515	2.9589648	8.574023	0.3553874	6.195081	315.85376	3.3311508	5.6562715	0.21881251	7.437317	4.576635	9.471441	0.3168408	7.6314893	8.436784	0.4283923	0.10481807	0.6194636	9.579643	0.16224524	0.08638058	2.552424	0.4955499	0.36376238	0.24376062	0.37135398	6.186195	0.008954405	0.058376558	3.7775908
bin_135	0.0071712313	0.022982597	0.020419631	0.04230889	0.008897519	0.012681428	0.009817576	0.00097443484	0.5444024	0.003948491	0.00475182	0.51236784	0.006955899	2.333517	1.7739674	0.0121927615	0.006177221	0.015314722	0.17722027	0.3473012	0.0029233047	0.018639691	0.02333061	0.657795	0.031098537	0.20235328	1.7313968	3.447718	0.09256043	1.9751903	1.9759125	0.39758754	0.19674449	0.01998099	0.5147735	0.19583675	0.7115434	0.18014503	2.6453419	0.8408496
bin_136	0	0.00020671057	0	0.0002399319	0.00024288491	0.0037805885	0.007826948	0.023987284	0	0	0.00030120683	0	0	0	0.0036956896	0.00044368947	0	0	0.00043483044	0	0.0002768445	2.3624065e-05	0.004247164	0.00022221386	0.0002229521	1.84563e-05	0	0	0	0.004598572	0.0005300649	0.024092855	0.02866042	0.028835386	0.027626129	0.05412716	0.011906529	33.180218	4.8935366	0.00015798592
bin_137	0.042567935	0.014327082	0.089041695	0.022384306	0.48106655	0.027512895	0.008819899	0.84455967	0.053532965	0.0060407263	0.14174621	1.0359242	0.009710111	0.76270217	0.09645428	0.40389508	0.017779395	0.09104832	0.41504246	0.018527452	0.17178684	0.0016112258	1.1568224	0.023646537	0.07529164	1.3715774	0.06423525	31.110838	0.34721458	0.3875303	0.71928054	0.30685645	0.06578289	0.075743325	0.33005205	12.155701	0.104298085	0.14600651	0.48048002	0.49434665
bin_138	0.0020949263	0.0031321754	0.0052694906	0.004301953	0.067912236	0.02434139	0.0034725626	0.7643356	0.0041855117	0.003826739	0.010747351	0.027421473	0.0013114995	0.03980692	0.0018316562	0.025048977	0.0025966975	0.03127528	0.067360155	0.0053545237	1.7402823	0.0014933117	0.10173646	0.02407327	0.058264185	0.07097291	0.025857173	9.576902	1.9180048	0.088147014	0.12422219	3.4930878	8.982472	0.036080025	3.5347042	0.51395994	0.5395799	0.7950854	0.40443215	1.4437075
bin_139	0.022380998	0.018749043	0.90603983	0.21860072	0.25348243	0.033792417	0.016111778	0.043997325	0.20643307	0.038445707	0.037817806	22.65757	0.062692635	0.112696305	6.102096	0.18991232	0.0025822008	0.53530645	0.05438741	0.24782734	0.007054315	0.029171987	0.10717577	0.0035014022	0.26897162	0.29444194	24.42184	138.22182	0.14516364	59.509003	0.24735263	0.3217671	0.4109114	0.741811	4.468099	0.29833722	0.0435959	0.037514515	0.7182803	0.16107382
bin_14	0.001863327	0.0010286999	0.0018987863	0.0017855454	0.01805639	0.020959092	0.00087275536	0.4304091	0.06547114	0.06787627	0.29311693	0.07641547	0.12236419	114.67181	0.076076135	0.079791345	0.1460262	0.014760966	6.280047	0.010814313	0.4513926	0.01790426	1.0836087	0.004738959	0.01324575	0.8261737	0.012185785	0.031470668	0.023024881	0.009922493	3.7988803	0.017074207	0.004506758	0.0064272773	0.011578783	1.1053643	0.0188384	0.18223545	0.026264638	0.24433872
bin_140	0	4.0647516e-05	0	3.5566576e-05	4.0012397e-05	0.004213369	0.0017376812	0.009219999	7.113315e-05	0	0.00028834332	0.042388372	9.590273e-05	0.02718112	0.0018761369	0.00019117034	0.00016513054	0	0.02890991	0	0.0039847265	0	0.011298104	0.0004668113	5.3984983e-05	0	0	0.0055293324	0.00049285113	0.0017218033	0.00059891574	0.0060355207	0.008673798	0.0068370393	0.011113919	0.022822944	0.0038596087	8.475963	1.2096783	0.00014036095
bin_141	0.008184431	0.010487597	0.36446068	0.0125639625	0.0293032	1.3751392	0.008468265	8.612626	0.030266114	0.029067446	1.4192436	4.7862186	0.038485363	10.034129	0.03090043	10.399567	0.033924457	0.10545027	7.432627	0.011254546	1.2798729	0.006340505	0.9501457	0.051402457	0.008713967	0.04302173	1.8839431	1.5027883	0.09444143	5.618424	0.09143067	0.41725278	0.52281016	0.025192583	1.3024479	1.1679647	0.030052908	2.4107742	1.8796607	0.6775541
bin_142	0.009512246	0.0006450102	0.009215958	0.0009922059	0.00062821043	0.15484624	0	0.014594947	0.1268145	0.00021890638	0.00047803044	0.019032128	0.00018988857	0.008584185	0.0153738465	0.006924569	0.013854229	0.08180735	0.009235813	0.03610377	0.00061853783	0.00042915833	0.048399184	0.0057312744	20.209602	0.03637104	0.022540739	0.07274208	0.008814291	0.08142961	0.016974917	0.062458064	0.08506142	0.046780296	0.20070763	0.106375776	0.02559372	0.055716764	48.836624	0.0021009922
bin_143	0.010626767	0.012324335	0.009959288	0.014172975	0.024461629	0.2036077	0.005584419	13.752315	0.0092972545	0.0034256624	2.3142648	0.030670945	0.007244462	0.0019287457	0.001895887	0.004791533	0.0010479777	0.0016824029	0.0030731608	0.0026483312	0.90866244	0.0005175727	0.0027994032	0.0027208535	0.007128582	0.1466638	0.0017481202	0.025588933	0.0013421504	1.3346359	0.012615786	0.027638614	2.6325207	0.02480538	15.7872715	0.8613191	0.017983997	0.55304545	0.8948204	1.1916106
