file	percent	reads	taxon_id	taxon_name
kaiju_17119-05-01-243200068.out	78.061920	19815572	1239	Bacteria;Firmicutes;
kaiju_17119-05-01-243200068.out	2.724277	691542	201174	Bacteria;Actinobacteria;
kaiju_17119-05-01-243200068.out	0.334402	84886	1224	Bacteria;Proteobacteria;
kaiju_17119-05-01-243200068.out	0.025197	6396	976	Bacteria;Bacteroidetes;
kaiju_17119-05-01-243200068.out	0.020595	5228	1913637	Eukaryota;Mucoromycota;
kaiju_17119-05-01-243200068.out	0.006315	1603	2502409	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.005078	1289	32066	Bacteria;Fusobacteria;
kaiju_17119-05-01-243200068.out	0.005066	1286	5794	Eukaryota;Apicomplexa;
kaiju_17119-05-01-243200068.out	0.004452	1130	4890	Eukaryota;Ascomycota;
kaiju_17119-05-01-243200068.out	0.003683	935	28871	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.003668	931	200795	Bacteria;Chloroflexi;
kaiju_17119-05-01-243200068.out	0.002486	631	57723	Bacteria;Acidobacteria;
kaiju_17119-05-01-243200068.out	0.002245	570	67817	Bacteria;Candidatus Aminicenantes;
kaiju_17119-05-01-243200068.out	0.002175	552	5204	Eukaryota;Basidiomycota;
kaiju_17119-05-01-243200068.out	0.002060	523	2506609	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.002037	517	204428	Bacteria;Chlamydiae;
kaiju_17119-05-01-243200068.out	0.002001	508	28890	Archaea;Euryarchaeota;
kaiju_17119-05-01-243200068.out	0.001722	437	1117	Bacteria;Cyanobacteria;
kaiju_17119-05-01-243200068.out	0.001655	420	74201	Bacteria;Verrucomicrobia;
kaiju_17119-05-01-243200068.out	0.001398	355	107324	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.001379	350	552525	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.001292	328	3041	Eukaryota;Chlorophyta;
kaiju_17119-05-01-243200068.out	0.000977	248	203682	Bacteria;Planctomycetes;
kaiju_17119-05-01-243200068.out	0.000634	161	1161901	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000500	127	701257	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000485	123	544448	Bacteria;Tenericutes;
kaiju_17119-05-01-243200068.out	0.000453	115	203691	Bacteria;Spirochaetes;
kaiju_17119-05-01-243200068.out	0.000433	110	5878	Eukaryota;Ciliophora;
kaiju_17119-05-01-243200068.out	0.000429	109	979725	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000378	96	10663	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000366	93	1623290	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000347	88	2169623	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000319	81	40117	Bacteria;Nitrospirae;
kaiju_17119-05-01-243200068.out	0.000244	62	2508204	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000217	55	629735	Viruses;Negarnaviricota;
kaiju_17119-05-01-243200068.out	0.000201	51	1883370	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000197	50	2315205	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000181	46	2763	Eukaryota;Rhodophyta;
kaiju_17119-05-01-243200068.out	0.000177	45	542837	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000165	42	4761	Eukaryota;Chytridiomycota;
kaiju_17119-05-01-243200068.out	0.000165	42	363464	Bacteria;Candidatus Gracilibacteria;
kaiju_17119-05-01-243200068.out	0.000150	38	200918	Bacteria;Thermotogae;
kaiju_17119-05-01-243200068.out	0.000142	36	2079275	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000122	31	1868599	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000114	29	1921122	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000110	28	2303178	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000095	24	2315628	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000091	23	1297	Bacteria;Deinococcus-Thermus;
kaiju_17119-05-01-243200068.out	0.000091	23	2836	Eukaryota;Bacillariophyta;
kaiju_17119-05-01-243200068.out	0.000087	22	65842	Bacteria;Fibrobacteres;
kaiju_17119-05-01-243200068.out	0.000083	21	938080	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000083	21	2136797	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000079	20	10699	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000079	20	67082	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000079	20	142182	Bacteria;Gemmatimonadetes;
kaiju_17119-05-01-243200068.out	0.000079	20	1105171	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000079	20	1801616	Archaea;Candidatus Woesearchaeota;
kaiju_17119-05-01-243200068.out	0.000079	20	1913638	Eukaryota;Zoopagomycota;
kaiju_17119-05-01-243200068.out	0.000075	19	2497438	Eukaryota;Perkinsozoa;
kaiju_17119-05-01-243200068.out	0.000071	18	1752734	Bacteria;Candidatus Kaiserbacteria;
kaiju_17119-05-01-243200068.out	0.000071	18	2047765	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000071	18	2303994	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000067	17	67814	Bacteria;Caldiserica;
kaiju_17119-05-01-243200068.out	0.000067	17	2050979	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000059	15	99179	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000059	15	196894	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000059	15	200783	Bacteria;Aquificae;
kaiju_17119-05-01-243200068.out	0.000059	15	1752708	Bacteria;Candidatus Rokubacteria;
kaiju_17119-05-01-243200068.out	0.000055	14	651137	Archaea;Thaumarchaeota;
kaiju_17119-05-01-243200068.out	0.000055	14	1817908	Bacteria;Candidatus Komeilibacteria;
kaiju_17119-05-01-243200068.out	0.000051	13	74152	Bacteria;Elusimicrobia;
kaiju_17119-05-01-243200068.out	0.000051	13	995049	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000047	12	1134404	Bacteria;Ignavibacteriae;
kaiju_17119-05-01-243200068.out	0.000043	11	67812	Bacteria;Candidatus Omnitrophica;
kaiju_17119-05-01-243200068.out	0.000043	11	67819	Bacteria;Armatimonadetes;
kaiju_17119-05-01-243200068.out	0.000043	11	1198136	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000043	11	1752736	Bacteria;Candidatus Adlerbacteria;
kaiju_17119-05-01-243200068.out	0.000039	10	10662	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000039	10	1798710	Bacteria;Candidatus Melainabacteria;
kaiju_17119-05-01-243200068.out	0.000039	10	2169624	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000039	10	2582935	Archaea;Candidatus Altiarchaeota;
kaiju_17119-05-01-243200068.out	0.000035	9	1090	Bacteria;Chlorobi;
kaiju_17119-05-01-243200068.out	0.000035	9	12333	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000035	9	45617	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000035	9	221216	Bacteria;Candidatus Parcubacteria;
kaiju_17119-05-01-243200068.out	0.000035	9	1913114	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000032	8	62680	Bacteria;Candidatus Marinimicrobia;
kaiju_17119-05-01-243200068.out	0.000032	8	456828	Bacteria;Candidatus Cloacimonetes;
kaiju_17119-05-01-243200068.out	0.000032	8	928852	Archaea;Candidatus Bathyarchaeota;
kaiju_17119-05-01-243200068.out	0.000032	8	1623305	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000028	7	11176	Viruses;Negarnaviricota;
kaiju_17119-05-01-243200068.out	0.000028	7	28883	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000028	7	38062	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000028	7	490892	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000028	7	1188795	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000028	7	1729712	Bacteria;Candidatus Fermentibacteria;
kaiju_17119-05-01-243200068.out	0.000028	7	2080464	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000024	6	3027	Eukaryota;Cryptophyta;
kaiju_17119-05-01-243200068.out	0.000024	6	6029	Eukaryota;Microsporidia;
kaiju_17119-05-01-243200068.out	0.000024	6	28889	Archaea;Crenarchaeota;
kaiju_17119-05-01-243200068.out	0.000024	6	62805	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000024	6	136419	Eukaryota;Cercozoa;
kaiju_17119-05-01-243200068.out	0.000024	6	196896	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000024	6	200930	Bacteria;Deferribacteres;
kaiju_17119-05-01-243200068.out	0.000024	6	256845	Bacteria;Lentisphaerae;
kaiju_17119-05-01-243200068.out	0.000024	6	1519999	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000024	6	1619053	Bacteria;Candidatus Peregrinibacteria;
kaiju_17119-05-01-243200068.out	0.000024	6	1752728	Bacteria;Candidatus Falkowbacteria;
kaiju_17119-05-01-243200068.out	0.000024	6	1930617	Bacteria;Calditrichaeota;
kaiju_17119-05-01-243200068.out	0.000024	6	2100421	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000024	6	2562645	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000020	5	10654	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000020	5	59504	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000020	5	85708	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000020	5	422282	Bacteria;candidate division WWE3;
kaiju_17119-05-01-243200068.out	0.000020	5	451459	Eukaryota;Blastocladiomycota;
kaiju_17119-05-01-243200068.out	0.000020	5	877183	Eukaryota;Chromerida;
kaiju_17119-05-01-243200068.out	0.000020	5	1113547	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000020	5	1214920	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000020	5	1752723	Bacteria;Candidatus Roizmanbacteria;
kaiju_17119-05-01-243200068.out	0.000020	5	1817911	Bacteria;Candidatus Nealsonbacteria;
kaiju_17119-05-01-243200068.out	0.000020	5	1883375	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000020	5	1883379	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000020	5	2562337	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000016	4	89382	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000016	4	129526	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000016	4	1031332	Eukaryota;Cryptomycota;
kaiju_17119-05-01-243200068.out	0.000016	4	1141139	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000016	4	1379697	Bacteria;candidate division Zixibacteria;
kaiju_17119-05-01-243200068.out	0.000016	4	1706441	Archaea;Candidatus Thorarchaeota;
kaiju_17119-05-01-243200068.out	0.000016	4	1752737	Bacteria;Candidatus Moranbacteria;
kaiju_17119-05-01-243200068.out	0.000016	4	1802339	Bacteria;Candidatus Tectomicrobia;
kaiju_17119-05-01-243200068.out	0.000016	4	1817799	Bacteria;Candidatus Doudnabacteria;
kaiju_17119-05-01-243200068.out	0.000016	4	1883371	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000016	4	1913652	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000016	4	1985303	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000016	4	2047761	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000016	4	2548155	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	3035	Eukaryota;Euglenida;
kaiju_17119-05-01-243200068.out	0.000012	3	10639	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	11827	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	68297	Bacteria;Dictyoglomi;
kaiju_17119-05-01-243200068.out	0.000012	3	187764	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	444860	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	508458	Bacteria;Synergistetes;
kaiju_17119-05-01-243200068.out	0.000012	3	749413	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	1029988	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	1262536	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	1651199	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	1752719	Bacteria;Candidatus Levybacteria;
kaiju_17119-05-01-243200068.out	0.000012	3	1752722	Bacteria;Candidatus Woesebacteria;
kaiju_17119-05-01-243200068.out	0.000012	3	1752729	Bacteria;Candidatus Nomurabacteria;
kaiju_17119-05-01-243200068.out	0.000012	3	1752731	Bacteria;Candidatus Magasanikbacteria;
kaiju_17119-05-01-243200068.out	0.000012	3	1752733	Bacteria;Candidatus Yanofskybacteria;
kaiju_17119-05-01-243200068.out	0.000012	3	1817801	Bacteria;Candidatus Eisenbacteria;
kaiju_17119-05-01-243200068.out	0.000012	3	1817808	Bacteria;Candidatus Margulisbacteria;
kaiju_17119-05-01-243200068.out	0.000012	3	1817917	Bacteria;Candidatus Sungbacteria;
kaiju_17119-05-01-243200068.out	0.000012	3	1855361	Bacteria;Candidatus Kryptonia;
kaiju_17119-05-01-243200068.out	0.000012	3	1873778	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	1883377	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	1936272	Archaea;Candidatus Heimdallarchaeota;
kaiju_17119-05-01-243200068.out	0.000012	3	1977638	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	2053697	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	2508205	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000012	3	2528679	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	10239	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	74015	Bacteria;Candidatus Latescibacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	95818	Bacteria;Candidatus Saccharibacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	200940	Bacteria;Thermodesulfobacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	213769	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	1293497	Bacteria;Nitrospinae;
kaiju_17119-05-01-243200068.out	0.000008	2	1543201	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	1567484	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	1618330	Bacteria;Candidatus Berkelbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1752716	Bacteria;Candidatus Dadabacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1752717	Bacteria;Candidatus Curtissbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1752718	Bacteria;Candidatus Daviesbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1752720	Bacteria;Candidatus Gottesmanbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1752724	Bacteria;Candidatus Pacebacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1752730	Bacteria;Candidatus Amesbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1752732	Bacteria;Candidatus Uhrbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1752738	Bacteria;Candidatus Giovannonibacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817797	Bacteria;Candidatus Coatesbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817805	Bacteria;Candidatus Glassbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817807	Bacteria;Candidatus Lindowbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817811	Bacteria;Candidatus Schekmanbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817899	Bacteria;Candidatus Woykebacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817909	Bacteria;Candidatus Liptonbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817913	Bacteria;Candidatus Portnoybacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817916	Bacteria;Candidatus Staskawiczbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817919	Bacteria;Candidatus Taylorbacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817920	Bacteria;Candidatus Terrybacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1817925	Bacteria;Candidatus Zambryskibacteria;
kaiju_17119-05-01-243200068.out	0.000008	2	1868600	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	1881336	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	1912318	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	1915410	Archaea;Candidatus Verstraetearchaeota;
kaiju_17119-05-01-243200068.out	0.000008	2	1936987	Bacteria;Balneolaeota;
kaiju_17119-05-01-243200068.out	0.000008	2	1965490	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	1980929	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2029664	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2041348	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2301731	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2307015	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2419523	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2506589	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2508179	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2510980	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2520516	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2528678	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2530185	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2548162	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2558763	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000008	2	2562174	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	10370	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	10497	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	10640	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	10652	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	10678	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	10692	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	10738	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	11120	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	11320	Viruses;Negarnaviricota;
kaiju_17119-05-01-243200068.out	0.000004	1	11632	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	11676	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	12216	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	12274	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	12429	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	31532	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	36339	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	47903	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	51677	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	52996	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	66711	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	67810	Bacteria;Candidatus Bipolaricaulota;
kaiju_17119-05-01-243200068.out	0.000004	1	67818	Bacteria;Candidatus Atribacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	67820	Bacteria;Candidatus Microgenomates;
kaiju_17119-05-01-243200068.out	0.000004	1	92521	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	93465	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	137443	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	140052	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	153135	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	153137	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	157270	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	186617	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	190388	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	194966	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	198310	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	200295	Bacteria;Candidatus Sumerlaeota;
kaiju_17119-05-01-243200068.out	0.000004	1	206037	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	254355	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	265317	Bacteria;Candidatus Poribacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	270182	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	273651	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	317878	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	329157	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	344022	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	352888	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	515444	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	620894	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	640293	Bacteria;candidate division NC10;
kaiju_17119-05-01-243200068.out	0.000004	1	647294	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	743725	Archaea;Candidatus Diapherotrites;
kaiju_17119-05-01-243200068.out	0.000004	1	944969	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1050407	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1051674	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1052815	Bacteria;Candidatus Aerophobetes;
kaiju_17119-05-01-243200068.out	0.000004	1	1054834	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1136534	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1138487	Viruses;Negarnaviricota;
kaiju_17119-05-01-243200068.out	0.000004	1	1154676	Bacteria;candidate division WPS-2;
kaiju_17119-05-01-243200068.out	0.000004	1	1195085	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1198140	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1204540	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1206110	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1206557	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1213588	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1232640	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1239381	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1262515	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1262535	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1357712	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1406950	Viruses;Negarnaviricota;
kaiju_17119-05-01-243200068.out	0.000004	1	1445858	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1462422	Archaea;Candidatus Parvarchaeota;
kaiju_17119-05-01-243200068.out	0.000004	1	1486426	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1495285	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1517756	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1543320	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1589270	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1605721	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1608255	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1618340	Bacteria;candidate division CPR3;
kaiju_17119-05-01-243200068.out	0.000004	1	1636582	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1651202	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1655434	Archaea;Candidatus Lokiarchaeota;
kaiju_17119-05-01-243200068.out	0.000004	1	1718669	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1720500	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1739968	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1751715	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1752721	Bacteria;Candidatus Shapirobacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1752725	Bacteria;Candidatus Collierbacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1752735	Bacteria;Candidatus Wolfebacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1752740	Bacteria;Candidatus Kuenenbacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1752741	Bacteria;Candidatus Azambacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1817802	Bacteria;Candidatus Firestonebacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1817804	Bacteria;Candidatus Fraserbacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1817810	Bacteria;Candidatus Riflebacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1817812	Bacteria;Candidatus Wallbacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1817903	Bacteria;Candidatus Buchananbacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1817904	Bacteria;Candidatus Colwellbacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1817905	Bacteria;Candidatus Harrisonbacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1817907	Bacteria;Candidatus Kerfeldbacteria;
kaiju_17119-05-01-243200068.out	0.000004	1	1826170	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1837867	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1853220	Bacteria;Rhodothermaeota;
kaiju_17119-05-01-243200068.out	0.000004	1	1863011	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1868660	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1883366	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1883378	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1910991	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1910992	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1912975	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1913049	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1913117	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1914209	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1921553	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1929963	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1933107	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1970776	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1971430	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1977631	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1978152	Archaea;Candidatus Marsarchaeota;
kaiju_17119-05-01-243200068.out	0.000004	1	1984796	Viruses;NA;
kaiju_17119-05-01-243200068.out	0.000004	1	1985285	Viruses;NA;
