Genomic bins	17119-05-25-243200085	17119-05-08-243200071	17119-05-35-243200067	17119-05-33-243200064	17119-05-16-243200072	17119-05-04-243200101	17119-05-28-243200078	17119-05-01-243200068	17119-05-38-243200077	17119-05-32-243200092	17119-05-15-243200093	17119-05-36-243200079	17119-05-02-243200066	17119-05-23-243200073	17119-05-12-243200081	17119-05-22-243200094	17119-05-20-243200063	17119-05-26-243200098	17119-05-30-243200082	17119-05-14-243200089	17119-05-06-243200069	17119-05-09-243200070	17119-05-13-243200076	17119-05-05-243200087	17119-05-07-243200099	17119-05-40-243200090	17119-05-11-243200091	17119-05-21-243200075	17119-05-27-243200083	17119-05-37-243200074	17119-05-24-243200088	17119-05-34-243200097	17119-05-31-243200080	17119-05-19-243200062	17119-05-18-243200100	17119D-05-29-243200065	17119-05-39-243200084	17119-05-10-243200096	17119-05-17-243200086	17119-05-03-243200095
sinASSsinBIN_bin.293	6.232083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.936961	0.0	0.0	0.0	0.0	0.0	2.150785	0.426775	0.0	45.939246	0.0	0.0	0.0	3e-06	0.0
sinASSsinBIN_bin.210	0.0	0.952012	0.002141	7.548483	0.0	0.0	0.0	0.0	0.0	0.035908	0.03676	2e-06	0.0	13.227775	0.0	0.0	0.010401	0.193983	0.0	14.003103	0.0	0.0	0.0	0.0	0.0	0.0	0.104699	0.330288	0.0	19.906768	0.0	0.00047	0.0	16.446963	0.0	0.265592	0.081815	0.0	5e-06	0.0
sinASSsinBIN_bin.180	0.0	8.326173	0.0	0.0	0.0	0.0	0.012353	0.0	0.0	12.23264	0.0	0.0	0.0	0.869113	0.0	0.0	0.0	0.109121	0.0	3.483843	0.0	0.0	0.0	0.0	0.0	0.0	4.101382	0.342806	0.0	0.713227	0.0	0.0	0.0	0.378461	0.0	4.714888	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.576	0.0	3.75834	0.0	0.0	19.250739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.199224	0.0	0.0	7e-06	0.0	0.0	0.0	0.28284	0.692663	0.0	0.307596	0.0	0.0	0.0	1.036574	0.0	0.592873	0.001114	0.0	0.0	0.0
sinASSsinBIN_bin.138	0.0	0.983256	0.0	0.0	0.0	0.0	9.150898	0.0	0.0	0.024027	0.0	4.294428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105182	0.0	1.713784	0.0	0.359575	0.0	0.0	0.0	0.0	0.0	2.148114	0.544508	0.0	0.0	0.0
sinASSsinBIN_bin.160	0.017805	0.292737	0.003158	0.95029	0.227795	0.0	0.008951	0.0	0.049617	0.116551	0.0	0.0	0.0	0.462201	0.049823	0.526809	1.403689	0.07656	0.293067	0.041051	0.0	0.0	0.231124	0.0	0.0	0.062495	0.0	1.783273	31.164718	0.003555	3046.923286	0.0	0.002444	0.856615	1.456316	0.001284	0.001343	0.0	1.810468	0.003572
sinASSsinBIN_bin.195	0.0	12.788489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.245761	0.0	1.386993	0.0	0.620158	0.0	0.0	0.0	2.744765	0.0	0.0	1.906274	0.0	0.0	0.0
sinASSsinBIN_bin.197	0.0	0.047767	0.0	0.0	0.0	0.0	1.623513	0.0	0.0	0.078009	0.0	28.181575	0.0	0.0	1.10714	0.0	0.0	0.0	0.0	0.0	1.502833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5985	3.225887	0.0	3.601058	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.380	0.134421	0.0	0.302541	157.583144	0.0	0.0	0.118004	0.107807	11.621251	0.022632	0.0	0.940546	0.0	0.0	0.035738	0.03802	0.0	0.073088	43.224718	0.075118	0.064589	0.091065	0.033286	0.0	0.0	0.14517	0.0	0.0	0.191554	0.909299	0.123597	0.456486	0.091062	0.0	0.0	0.016948	0.125517	0.0	0.172752	0.0
sinASSsinBIN_bin.321	1.6e-05	3.234247	101.180636	61.72018	1e-06	3.7e-05	0.0	0.021801	0.02989	11.159126	0.0	0.143284	0.179357	8.298471	0.0	0.0	0.0	1.847896	0.000548	34.693584	0.00015	9e-06	0.001817	141.972138	0.0	0.035367	0.909669	0.250172	0.001038	32.186358	9e-06	0.056379	0.0	11.132282	0.0	18.839879	0.5178	0.0	0.001092	0.01173
sinASSsinBIN_bin.68	0.0	0.0	0.091292	0.086614	0.0	0.0	0.0	0.0	0.019354	0.0	0.009604	0.073689	0.0	0.009476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033666	0.625838	0.0	0.002586	0.0	0.107101	0.0	0.088905	0.017385	0.0	0.0	0.0	55.219945	0.0	0.0	0.0
sinASSsinBIN_bin.101	0.219495	0.038931	0.164039	0.168338	0.015849	0.0	0.0	0.0	0.049623	0.0	0.0	0.118494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133509	0.0	0.0	0.0	41.97557	0.0	0.0	0.0	0.194274	0.0	0.150123	0.0	0.0	0.0	0.0	0.04166	0.0	0.0	0.0
sinASSsinBIN_bin.577	0.094658	1.234635	1.175596	0.0	0.010934	0.0	0.181919	0.0	0.0	56.276869	0.0	0.327411	0.0	2.359334	0.0	0.0	0.0	0.243537	0.050072	26.275844	0.0	0.0	0.047345	0.068202	0.0	0.039246	0.255056	0.0	0.115379	2.651059	0.0	0.045297	4.551877	0.018082	0.0	2.56093	0.053707	0.0	0.0	0.0
sinASSsinBIN_bin.357	0.0746	8.999517	0.432815	0.446879	15.524643	0.762116	10.376031	0.0	0.022416	5.608324	0.1973	8.290724	0.0	11.360917	14.214233	0.054556	0.237033	7.472875500000001	0.001929	20.180522	0.043439	0.116115	0.072729	8.897875	0.947182	0.94547	0.348259	2.046875	0.120221	22.297165	0.028255	0.715439	0.872215	42.010137	1.336501	2.181909	10.237483	0.778106	0.189416	5.901154
sinASSsinBIN_bin.246	0.0	0.51039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.712407	0.0	0.0	0.0	0.0	0.0	0.428741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.936043	0.0	0.246769	0.0	0.0	0.0	0.0	0.0	0.258817	0.330384	0.0	0.0	0.0
sinASSsinBIN_bin.506	0.0	1.389179	0.0	0.0	0.0	0.0	0.133921	0.0	0.0	1.459718	0.0	0.497149	0.0	0.0	12.557096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105461	0.0	0.0	0.522425	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.158	0.0	0.0	0.131958	0.132426	0.0	0.0	0.0	0.0	0.033113500000000004	0.0	0.0	0.071454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.832637	0.0	2.268138	0.0	0.158151	0.0	0.135881	0.0	0.0	0.0	15.174863	91.673305	0.0	0.0	0.0
sinASSsinBIN_bin.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.200293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098951	0.0	0.0	0.0
sinASSsinBIN_bin.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.662543	0.0	0.0	0.0	0.016803	0.0	0.0	0.0	0.0	0.0	0.0	14.103619	0.0	0.0	0.0
sinASSsinBIN_bin.536	0.597182	4.041159	0.893099	0.179609	0.095638	0.127761	384.087681	0.0	0.015571	3.629013	0.0	0.601539	0.0	1.609785	0.542008	0.0	0.044778	3.928088	0.439616	1.611529	0.0	0.061455	0.0	1.515266	0.0	0.20418	0.280094	0.251448	1.41054	14.622326	0.0	0.169045	3.730616	1.155207	2.479962	1.554334	0.694082	0.0	0.0	0.921817
sinASSsinBIN_bin.307	98.622443	0.0	0.0	0.016198	0.0	0.0	1.099923	0.022546	0.0	0.021578	0.0	2.550906	0.0	0.003117	0.0	0.0	0.0	0.204366	0.039126	0.0	0.0	0.007564	0.0	0.127093	0.0	0.0	0.0	0.0	0.310957	0.003973	0.0	0.027342	38.441552	0.0	0.0	0.010296	0.001152	0.0	0.014964	0.0
sinASSsinBIN_bin.533	0.0	0.660097	7.999448	0.035865	0.0	0.0	0.0	0.0	0.0	6.578218	0.0	0.0	0.0	84.430615	0.0	0.0	8e-05	24.704948	0.0	95.941855	0.0	0.0	0.0	0.0	0.0	0.0	4.807484	8.434562	0.0	8.003891	0.0	0.0	0.0	18.542214	0.0	12.572258	5.817204	0.0	70.458274	0.0
sinASSsinBIN_bin.495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.775509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.258	0.0	0.0	0.0	0.0	0.0	0.0	14.935763	0.0	0.0	0.0	2.939877	0.202944	0.0	0.0	0.041192	0.0	0.0	0.0	0.0	0.0	0.0	10.230652	0.0	0.0	0.0	0.292654	0.0	0.0	0.0	0.0	0.0	0.0	1.590971	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.83	0.0	0.0	0.0	0.065406	0.0	0.0	0.0	0.094283	0.057728	0.060134	0.0	0.0	0.0	0.0	0.0	0.0	0.186153	0.0	0.0	0.781695	0.0	0.0	0.0	0.0	0.0	0.085047	0.0	0.0	2.873738	0.0	0.0	0.0	0.044449	9.445794	0.0	0.0	0.041998	0.0	0.0	0.0
sinASSsinBIN_bin.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.528	0.088784	0.0	0.0	0.0	0.0	0.0	30.747227	0.0	0.0	0.0	1.6372	1.581069	0.0	0.0	9.616546	0.0	6e-06	0.069292	0.00357	0.0	0.0	0.000896	0.0	0.0	0.0	6.4e-05	0.0	0.0	25.930355	0.0	0.0	0.000781	23.535826	0.0	0.001621	0.0	0.0	0.0	0.0	0.000115
sinASSsinBIN_bin.170	0.00317	0.040464	0.0	0.0	0.0	0.158034	0.0	0.220876	0.0	0.001934	0.0	0.0	98.938943	0.0	0.0	0.0	0.0	1.104284	0.0	0.0	0.032487	0.003371	4.484732	0.37051	0.057904	0.004879	0.0	0.0	0.0	0.0	0.0	0.048102	0.0	0.0	0.009658	0.0	0.006276	0.006463	0.0	0.258423
sinASSsinBIN_bin.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064891	0.0	0.0	0.0	0.0	0.0	10.72297	0.0	0.0	0.0	0.174794	0.0	0.037097	0.0	0.0	0.0	0.0	1.558621	0.0	0.0	0.0
sinASSsinBIN_bin.290	1.682022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077001	0.0	0.0	0.0	0.0703	0.000851	7.440938	116.798726	0.043108	0.0	0.062722	0.0	0.0	0.0	0.0	0.0	4.582476	0.022547	0.164615	0.0	0.04724	0.0	0.0	0.728355	0.202757	0.034701	0.0	0.145998	0.0	0.151593	1.71187
sinASSsinBIN_bin.581	0.0	0.495408	0.0	0.0	0.0	0.0	0.004676	0.0	0.0	0.335758	0.0	0.432106	0.0	0.054179	0.0	0.0	0.0	0.0	0.0	1.793426	0.0	0.0	0.0	0.0	0.0	0.44233	0.0	0.0	0.0	7.1300045	0.0	0.0	0.0	0.784837	0.0	0.0	1.517572	0.0	0.0	0.0
sinASSsinBIN_bin.132	0.0	0.011972	0.030732	39.168737	0.0	0.0	0.521249	0.0	0.0	0.030477	0.795969	0.059932	0.0	0.649757	0.194839	0.0	0.030903	0.020664	0.0	0.0	0.0	0.045695	0.0	0.0	0.0	0.010909	0.0	0.0	0.672205	0.600351	0.0	0.030843	0.137004	0.0	0.049433	0.0	0.008662	0.109347	0.0	0.102289
sinASSsinBIN_bin.407	0.0	0.065702	0.0	0.0	0.051402	0.171546	0.0	0.0	17.339868	0.0	0.39176849999999996	0.250898	1.179111	0.0	0.84061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.042171	0.061986	0.0	0.1838285	9.710232	0.008915	0.0	0.0	0.0	0.0	0.0	0.226232
sinASSsinBIN_bin.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.248484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.137	0.085356	0.0	0.0	0.0	0.0	0.0	35.63449	0.0	0.0	0.018151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046924	0.031466	0.0	0.0	0.0	0.0	0.0	0.0	0.032735	0.0	0.0	0.136906	2.443865	0.0	0.0	0.040778	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.190	0.0	0.0	0.012706	0.023299	0.0	0.0	0.0	0.0	0.004299	0.0	0.0	0.02264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005465	0.936811	0.0	0.0	0.0	0.039343	0.0	0.024214	0.0	0.0	0.0	0.0	22.233669	0.0	0.0	0.0
sinASSsinBIN_bin.276	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.219398	0.00292	0.0	0.0	59.623107	0.0	0.018282	0.033359	0.009286	0.0	0.0	0.0	0.0	0.0	0.0	0.012391	0.167134	0.004258	0.445641	0.0	0.053767	0.032044	0.0	0.009174	0.023514	0.021698	0.0	0.193044	0.0	0.049284	0.0
sinASSsinBIN_bin.422	6.974299	0.0	0.002599	0.0	0.0	0.0	0.0	0.003261	0.000135	0.000602	0.205599	63.09589	0.0	0.0	0.0	3.804499	6.172847	2e-05	0.0	0.0	5.325794	0.365947	0.0	0.0	0.0	5.014181	0.0	0.280579	0.0	0.137881	7e-06	20.215884	23.22512	2e-06	36.027159	0.020447	0.001207	0.0	6.6e-05	0.0
sinASSsinBIN_bin.491	0.383467	4.707237	9.476246	0.669835	0.237505	0.904616	29.214925	1.254049	0.052892	205.007281	0.036329	4.49453	1.462654	45.267282	16.549083	0.013101	0.040218	7.544315	0.203604	4.235628	0.242679	0.093967	0.083553	569.602209	0.524734	6.716822	0.600915	0.55716	1.022166	53.823595	0.146102	0.46374	56.459704	2.404645	2.058744	12.574281	1.3474	0.053887	0.051045	4.360599
sinASSsinBIN_bin.552	35.954572	2.57139	0.0	0.0	0.000689	0.189795	0.0	5.795789	5.791411	1e-06	16.689808	1e-06	1.364573	1e-06	13.766713	44.85208	53.0357	2.5e-05	56.314266	0.000731	50.342563	32.466802	73.076126	0.012017	35.052694	0.0	39.584452	5.077089	2.3e-05	0.0	1.727491	1.147264	0.0	0.0	24.145829	22.313966	0.0	37.821795	8.138241	10.168824
sinASSsinBIN_bin.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.157153	0.0	0.0	0.0	0.0	2.8e-05	0.0	0.0	0.011115	0.0	104.349614	0.0	0.020743	0.052932	0.0	0.0	0.0	0.0	0.939071	0.0	1.598265	0.0	0.0	0.0	13.749529	0.0	0.469837	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041633	0.0	0.0	0.0	0.0	25.962274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.365	0.0	0.0	0.0	7.470612	0.0	0.0	0.0	0.0	0.061675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.140924	0.0	0.0	0.0	0.0	0.071336	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.459	11.388069	6.782775	0.000366	0.0	0.000226	15.17662	4.1e-05	9.268854	1.293959	0.0	3.700802	0.00472	4.228093	0.0	12.235147	22.46741	39.978237	0.000232	28.504951	0.031329	18.697493	7.682618	47.065785	2.880524	34.376988	0.0	18.463275	5.020783	1.9e-05	6e-05	3.342241	6.124564	2e-06	3.8e-05	26.133489	8.541835	0.0	19.917804	19.992339	7.755053
sinASSsinBIN_bin.236	0.372393	1.606336	0.1500595	0.019163	0.040382	0.0	2.430001	0.0	0.0	0.922997	0.016063	0.651496	0.041413	0.633517	0.64304	0.0	2e-06	55.3639565	0.249747	3.828885	0.0	0.136178	0.120316	0.507429	0.0	0.093946	8.684271	0.31436	0.007592	3.841664	0.0	0.159153	0.322726	5.734893	0.204701	30.60991	0.62202	0.101959	20.685968	0.193922
sinASSsinBIN_bin.220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.645763	0.0	0.175371	0.0	1.930484	0.0	0.0	0.0	0.291977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040593	0.0	0.0	0.0	0.205289	0.0	0.32222	0.0	0.0	0.0	3.417719	0.486438	0.0	0.0	0.0
sinASSsinBIN_bin.537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.652908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.206192	0.0	0.0	0.0
sinASSsinBIN_bin.228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.431453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.497438	0.0	0.0	0.0
sinASSsinBIN_bin.503	0.0	0.952518	0.0	0.0	0.0	0.0	7.641327	0.0	0.0	0.328072	0.0	0.0	0.0	0.727827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077697	0.0	0.05681	0.0	0.0	0.0	0.04422	0.0	0.0	0.0	0.0	1.155733	0.0	0.242771	0.0	0.0	0.0
sinASSsinBIN_bin.580	0.0	4.980167	11.659469	0.0	0.0	0.0	0.0	0.0	0.0	1.656421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.150918	0.0	0.289592	0.0	0.0	0.0	0.515008	0.0	0.0	0.841059	0.229215	0.0	7.326034	0.0	0.0	0.0	3.175432	0.0	37.714341	0.0	0.0	0.113509	0.0
sinASSsinBIN_bin.453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.191	0.0001	0.0	4.387806	193.951625	0.0	0.0	1.00494	0.0	1010.196616	3.89659	0.0	1.790058	0.0	75.407295	0.0	0.010168	0.0	0.069536	0.45867	0.190441	0.255673	0.0	0.0	0.0	0.0	0.185025	0.0	1.2e-05	3.084331	9.935747	0.776481	1.253563	9.885805	0.0	0.0	0.287107	0.22143	0.0	0.017537	0.0
sinASSsinBIN_bin.553	0.731659	0.001525	0.0	0.0	1.3e-05	1.302334	0.0	5.985878	0.543786	0.0	0.794868	0.0	6.2e-05	0.0	0.562021	1.868377	2.377345	1e-06	1.378825	1.1e-05	5.206541	2.755136	4.015355	0.00023	3.447663	0.0	2.29179	0.002637	0.002865	1e-06	0.006492	0.415777	0.0	0.0	0.935345	0.782288	0.0	1.344979	0.523047	0.786599
sinASSsinBIN_bin.62	0.0	0.0	0.0	0.0	0.0	0.0	0.09044	0.0	0.0	0.0	4.207803	0.005312	0.0	0.0	0.0	0.0	0.001621	0.0	0.0	0.0	0.0	0.055736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050382	0.0	0.0	0.0	0.0	0.0	0.0	0.217058
sinASSsinBIN_bin.437	0.0	0.884262	0.0	0.0	0.0	0.0	0.377843	0.0	0.0	0.005515	0.0	2.181425	0.0	0.297103	13.755429	0.0	0.0	0.0	0.0	0.247114	0.0	0.0	0.0	2.574232	0.0	0.0	0.0	0.0	0.0	0.094173	0.0	0.0	0.746001	0.327299	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.394	0.0	2.940985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	705.443985	0.0	0.0	0.062432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.548073	3.80669	0.0	9.747688	0.0	0.0	0.542818	0.0	0.069318	4.126135	0.207262	0.0	0.331924	0.0
sinASSsinBIN_bin.281	0.0	1.733836	0.078584	0.024964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73011	0.0	0.0	0.0	0.0	0.0	3.627404	0.0	0.0	0.0	0.0	0.0	0.072179	0.0	33.302435	0.0	0.953862	0.0	0.0	0.0	4.566584	0.0	0.0	4.274596	0.0	2.6e-05	0.0
sinASSsinBIN_bin.490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.885705	0.0	0.0	0.0	0.0	0.0	0.0	0.506537	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.376	0.0	0.076171	0.942724	0.0	0.0	0.0	0.0	0.0	0.0	1.009719	0.0	0.0	0.0	16.313507	0.0	0.0	0.0	10.394474	0.0	32.493893	0.0	0.0	0.0	0.0	0.0	0.0	0.562056	0.903786	0.0	4.282663	0.0	0.0	0.0	8.357233	0.0	0.150889	0.39798	0.0	6.372494	0.0
sinASSsinBIN_bin.110	0.0	0.025098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006508	0.0	0.0	0.0	27.282361	0.0	0.0	0.0	0.0	0.0	0.557411	0.011332	0.045999	0.0	0.0	0.409688	0.052689	0.62493	0.0	0.0	0.0	0.079222	0.0	0.0	0.0	0.221665	1.270002	0.008936	0.0	0.0
sinASSsinBIN_bin.221	0.0	0.023497	0.0	0.0	236.105476	0.0	0.002168	0.0	0.0	0.008965	0.044229	0.0	0.0	0.0	0.154619	0.0	0.0	0.0	0.0	0.03941	0.0	0.114302	0.23009	0.0	0.0	0.171763	0.070749	0.001339	0.0	0.018498	0.025889	0.0	0.0	0.741011	0.005172	0.0	0.675343	0.108963	0.109719	0.0
sinASSsinBIN_bin.21	0.0	119.258158	0.0	0.0	0.0	0.067376	0.0	0.097419	0.0	0.012342	0.0	0.0	0.123537	0.095626	0.006136	0.0	0.0	0.0	0.0	0.0	0.605111	0.046235	0.0	0.173059	0.033677	0.242455	0.715839	0.118047	0.0	0.026152	0.004211	0.047317	0.0	0.0	0.0	0.72792	2.016659	0.0	0.0	0.104527
sinASSsinBIN_bin.300	0.0	5.478628	13.664248	0.0	0.0	0.0	0.0	0.0	0.0	1.221028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.173459	0.0	1.86267	0.0	0.0	0.0	0.66086	0.0	0.0	1.798493	0.087758	0.0	16.654698	0.0	0.0	0.034992	6.144053	0.0	19.033411	0.0	0.0	0.353109	0.0
sinASSsinBIN_bin.86	0.0	0.0	0.0	0.0	0.0	0.0	0.109676	0.0	0.0	0.253465	0.237695	0.048145	0.0	0.0	0.0	0.0	0.0	7.994168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059873	0.0	0.023504	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.57	0.0	0.086093	0.0	0.0	0.0	8.804818	0.0	1510.216853	0.0	0.0	0.0	0.0	5.43723	0.0	0.028509	0.0	0.0	0.0	0.0	0.0	0.239617	0.0	0.013285	3.263641	0.230902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011534	1.788413
sinASSsinBIN_bin.467	0.0	0.079875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055104	0.0	0.0	2.167746	0.0	0.0	0.0	0.0	0.000113	0.0	0.0	0.043552	0.0	0.0	3.043896	0.0	0.0	0.0	0.005151	0.0	0.0	0.0	0.027358	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.417	0.0	0.541788	0.0	13.366291	1.949064	0.0	0.0	29.313905	0.0	0.0	0.0	0.281055	4.513892	0.0	0.452211	0.0	0.0	0.0	0.228857	0.0	0.0	0.0	0.0	0.022868	0.0	0.0	0.0	0.0	0.0	0.0	1.182165	0.0	0.008306	0.045787	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.74	0.275163	0.694438	0.0	0.0	0.0	0.355115	0.027778	0.05783	0.091284	0.465424	0.233758	0.0	0.0	0.448785	0.194211	0.474106	0.486084	0.113124	0.326055	0.0	0.323812	0.371098	0.483013	0.083401	0.465178	0.0	0.233568	0.120974	40.968345	2.158496	0.0	0.102651	0.074143	0.0	0.300882	0.188275	0.008866	0.431952	0.18466	0.138076
sinASSsinBIN_bin.351	0.016106	0.137768	10.31377	4.472874	0.051153	0.098521	0.011514	0.041816	0.00638	0.815101	0.171785	0.405069	0.0	0.961865	0.034439	0.017266	0.072082	0.518335	0.062596	0.768075	0.004327	0.077581	0.013142	2.463903	0.069176	0.030297	1.460521	4.470928	0.218732	34.05789	0.105101	0.409567	0.190324	1.635722	0.037266	16.22423	0.533528	0.050157	0.232885	0.259434
sinASSsinBIN_bin.206	0.001117	0.0	0.024672	24.017286	0.0	0.0	0.0	0.0	0.539644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.938207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004536	0.0	0.00915	0.0	0.0	0.0	0.005939	0.0	0.0	0.0	0.886674
