Genomic bins	17119-05-25-243200085	17119-05-08-243200071	17119-05-35-243200067	17119-05-33-243200064	17119-05-16-243200072	17119-05-04-243200101	17119-05-28-243200078	17119-05-01-243200068	17119-05-38-243200077	17119-05-32-243200092	17119-05-15-243200093	17119-05-36-243200079	17119-05-02-243200066	17119-05-23-243200073	17119-05-12-243200081	17119-05-22-243200094	17119-05-20-243200063	17119-05-26-243200098	17119-05-30-243200082	17119-05-14-243200089	17119-05-06-243200069	17119-05-09-243200070	17119-05-13-243200076	17119-05-05-243200087	17119-05-07-243200099	17119-05-40-243200090	17119-05-11-243200091	17119-05-21-243200075	17119-05-27-243200083	17119-05-37-243200074	17119-05-24-243200088	17119-05-34-243200097	17119-05-31-243200080	17119-05-19-243200062	17119-05-18-243200100	17119D-05-29-243200065	17119-05-39-243200084	17119-05-10-243200096	17119-05-17-243200086	17119-05-03-243200095
sinASSsinBIN_bin.525	3e-06	0.344787	22.910036	1.086398	6.5e-05	0.0	0.0	1e-05	0.028965	0.578118	0.0	0.034627	3e-06	1.393148	0.0	0.0	0.0	0.012909	0.000212	2.178862	7.4e-05	1.8e-05	0.00016	5.996212	0.00087	0.00086	0.037472	0.002746	0.000437	1.97938	5e-06	0.062128	0.0	0.027705	0.0	1.440956	0.020394	1e-06	2.1e-05	0.000474
sinASSsinBIN_bin.574	5.531439	1.493007	0.000283	7e-06	7.8e-05	0.262747	0.0	1.330227	4.360717	1e-06	4.69984	0.000637	0.101038	7.5e-05	3.296069	9.885758	9.229409	0.004808	7.148129	0.006292	10.87254	5.544966	19.890159	0.110897	12.21738	0.0	6.925659	2.085259	0.006974	3.6e-05	1.111274	0.373448	1e-05	9.4e-05	1.32801	1.523207	0.0	19.718428	1.391476	3.113808
sinASSsinBIN_bin.269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.628363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028131	0.0	0.0	0.0	0.645089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.468887
sinASSsinBIN_bin.90	0.0	0.0578	0.001117	0.063029	104.073186	93.63236	0.395883	0.134078	0.003046	0.014624	0.091174	0.006068	0.218002	0.000439	0.012437	0.0	0.003043	0.000227	0.000282	0.035256	0.070909	0.186755	1.564588	0.29372	0.308262	0.005203	0.040904	0.0	0.0	0.011051	0.00515	0.0	0.000557	0.0	0.000676	0.004205	0.009711	0.426244	0.356478	0.312072
sinASSsinBIN_bin.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.271559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161917	0.0	0.0	0.0
sinASSsinBIN_bin.515	0.063088	0.158207	0.0	0.109438	0.0	1.594738	0.0	80.457945	0.0	0.0	0.064536	0.0	15.728166	0.0	0.149036	0.0	0.026856	0.0	0.0	0.0	0.131405	0.082333	0.449194	0.827301	0.215744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116201	0.626399
sinASSsinBIN_bin.399	16.735325	3.754268	0.0	1e-06	0.006388	1.595638	2e-06	2.712015	12.262749	0.00013	8.884029	0.0	0.127049	7e-06	11.107266	19.977339	21.993623	0.000646	20.132209	0.040681	16.788419	15.696142	23.940419	0.007658	22.806546	0.0	10.008438	7.502353	0.000671	1e-06	1.43058	1.146017	1e-06	0.000106	14.586125	6.759657	1e-05	9.922087	10.229636	11.460679
sinASSsinBIN_bin.163	0.0	0.0	0.073396	0.090678	0.0	0.0	0.0	0.0	0.011469	0.0	0.0	0.070005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.006559	0.0	0.0	0.0	0.131547	0.0	0.087216	0.0	0.0	0.0	0.0	7.13504	0.0	0.0	0.0
sinASSsinBIN_bin.532	1.874663	1.346127	0.649707	0.030535	1e-06	2268.148721	0.0	3.585026	0.609724	0.0	1.105244	0.063762	2.519973	0.0	1.55956	2.864101	2.599046	0.0	2.195054	1e-06	4.681484	3.014761	4.950399	5.670632	3.498806	0.0	2.258767	0.553781	3e-06	0.000763	0.000178	190.877983	0.0	0.0	1.281486	0.789532	0.0	2.551082	1.455036	2.722553
sinASSsinBIN_bin.205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.622615	0.502852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91492	0.0	0.0	0.0	0.153394	0.0	0.0	0.0	0.0	0.0	0.0	6.314524	0.0	0.0	0.0
sinASSsinBIN_bin.279	0.0	0.082383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103075	0.0	0.0	0.0	0.013159	0.0	0.013336	0.029102	0.005109	0.005352	0.0	0.0	0.0	0.009246	0.0	0.0	0.00151	0.699977	5.924432	0.0	0.626781	0.025135	0.0	0.0	0.009996	0.025331	17.012297	0.010592	0.0	0.131696	0.0
sinASSsinBIN_bin.178	0.0	0.0	0.014671	0.01331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32047	0.0	0.051598	0.0	0.015751	0.0	0.012601	0.0	0.0	0.0	0.0	12.663761	0.0	0.0	0.0
sinASSsinBIN_bin.529	3e-06	0.221246	12.972533	2.077361	1e-06	0.000123	0.0	4.4e-05	0.001401	0.824701	0.0	0.000625	1e-06	1.287846	0.0	0.0	0.0	0.115971	0.0	1.761046	5.4e-05	1e-06	0.000173	3.728518	3.8e-05	0.000449	0.034921	0.00086	0.000316	1.846773	1.8e-05	0.000962	0.0	0.509537	0.0	1.135922	0.135425	0.0	1.3e-05	0.00132
sinASSsinBIN_bin.336	0.000104	33.082536	0.18587	0.0	0.211324	0.001666	46.484615	0.0	0.0	1.000034	5.605448000000001	0.141592	0.081112	1.078501	64.173273	0.109742	2.6e-05	0.319088	0.019614	11.505753	4.792967	1.692354	0.019	4.140327	0.41007	0.178135	1.820775	0.060359	0.448207	15.457235	0.0	0.175655	3e-06	5.176279	0.433923	5.485676	0.220528	2.663135	3e-06	6.517466
sinASSsinBIN_bin.575	1.085565	0.240878	0.0	0.0	1e-06	0.556312	0.0	0.752047	0.786903	0.0	1.032765	0.0	0.093489	0.0	1.68108	2.374	3.143504	0.0	1.220559	0.000255	0.650989	1.300481	1.794505	0.000643	3.345067	0.0	2.424628	0.045691	4.9999999999999996e-06	0.0	0.067738	0.269536	0.0	0.0	0.888891	0.428802	0.0	2.138711	1.111955	0.19562
sinASSsinBIN_bin.277	0.854211	4.081706	2.143577	39.973626	0.234383	0.293667	206.375625	0.0	0.225485	2.443231	0.110539	353.304426	0.0	1.180649	823.0345	0.0	0.199527	1.198843	1.357329	12.532705	0.980657	3.475602	1.127875	0.702225	0.294874	3.27776	0.497514	0.331932	1814.636543	8.047501	0.0	0.437942	69.79736	42.100442	38.907223	0.858992	0.673531	0.941831	0.077894	28.056036
sinASSsinBIN_bin.224	0.0	0.02386	0.141119	0.132146	0.018185	0.0	0.0	0.0	0.038386	0.009487	0.0	0.111246	0.0	0.0	0.003492	0.0	0.0	0.0	0.0	0.001339	0.0	0.0	0.0	0.0	0.0	31.264395	0.0	0.005209	0.0	0.150054	0.024927	0.13747	0.0	0.006341	0.0	0.0	0.273321	0.0	0.0	0.0
sinASSsinBIN_bin.358	0.0	0.0	0.0	0.0	0.0	0.0	0.093235	0.0	0.0	0.0	0.539272	41.771835	0.0	0.0	0.0	0.0	15.638809	0.0	0.0	0.0	23.551591	3.874337	0.0	0.0	0.0	3.665587	0.0	0.0	0.0	0.0	0.0	0.165319	8.17269	0.0	51.023477	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.136	0.0	0.0	0.047078	0.03267	0.0	0.0	0.0	0.0	0.008183	0.0	0.002558	0.032917	0.0	0.001973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011882	1.104332	0.0	0.0	0.0	0.046661	0.0	0.034707	0.005086	0.0	0.0	0.0	23.677405	0.0	0.0	0.0
sinASSsinBIN_bin.162	0.36676	0.0	0.0	0.0	0.0	0.0	8.193502	0.0	0.0	0.0	0.0	2.806258	0.0	0.0	0.25926400000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.126419	0.0	0.0	0.0	0.181401	0.0	0.069969	0.365952	0.0	0.0	0.0	0.06708	0.0	0.0	0.0
sinASSsinBIN_bin.31	0.000795	0.054527	0.002872	0.23991	0.3186	123.146499	0.011927	0.222478	0.010056	0.131667	0.06417	0.028712	0.285567	0.0	0.026044	0.000886	0.010787	0.004052	0.000959	0.058892	0.058504	0.186729	0.004839	2.039862	0.182451	0.008592	0.0	0.001545	0.0	0.000757	0.031432	0.0	0.0	0.000819	0.421839	0.0	0.003766	0.380154	0.003545	0.306381
sinASSsinBIN_bin.441	0.229006	4.8845	0.0	0.0	0.0	0.0	0.058902	0.0	0.0	278.577564	0.0	0.0	0.0	2.992849	0.0	2e-06	0.003803	134.470659	0.002052	0.0	0.0	0.0	0.000196	0.0	0.0	6.4e-05	100.430598	193.516968	0.445472	2.219238	0.008972	0.0	6e-06	161.663629	0.021551	0.504772	32.025307	0.0	40.364415	0.0
sinASSsinBIN_bin.471	0.0	4.587794	0.0	0.0	0.0	0.0	1.249949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.566584	0.0	0.0	0.0	0.120472	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.291	0.0	0.013353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.521015	0.0	0.0	0.0	0.810648	0.0	0.0	0.0	0.0	0.0	0.0	0.079341	0.0	0.0	0.0
sinASSsinBIN_bin.226	0.0	3.610627	0.007795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.842154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12494	0.0	0.0	0.0	13.78804	0.0	0.0	0.0	0.0	0.0	0.0	1.207123	0.0	0.0	0.0
sinASSsinBIN_bin.339	0.0	7.807344	0.0	0.0	6.511209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002179	0.0	3.558409	0.0	0.0	0.0	0.0	0.0	0.0	0.198895	0.414152	0.0	0.522037	0.0	0.0	0.0	13.97962	0.0	0.756302	0.000279	8.6e-05	0.0	0.0
sinASSsinBIN_bin.38	0.0	0.945373	0.0	9.998506	0.500213	1.455878	1e-06	14.3291	4.423504	0.0	39.733676	1e-06	1043.877993	0.168583	3.416448	0.0	0.0	0.0	0.0	15.440302	0.085309	0.0	0.958192	1.924452	0.317687	0.0	0.0	0.0	0.0	0.0	3.061153	0.0	0.0	15.428848	0.0	0.0	0.0	0.161121	0.0	90.016483
sinASSsinBIN_bin.350	0.052798	4.497817	0.210704	0.879305	0.304663	0.0	4.766182	0.0	0.0	2.016787	0.0	6.262637	0.0	3.277565	1.843846	0.0	0.0	9.635492	0.0	3.841865	0.0	0.0	0.0	6.431026	0.632954	0.497261	0.216389	3.1558355000000002	0.159175	13.078233	0.0	0.270522	2.039876	2.321543	0.675916	7.145094	1.015792	0.17436000000000001	0.0	7.356635
sinASSsinBIN_bin.141	0.0	22.531049	0.0	0.0	7.575551	0.0	0.0	0.0	0.0	3e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.577672	0.0	0.0	0.0	0.0	0.0	0.0	0.085808	0.284433	0.0	0.169777	0.0	0.0	0.0	6.883146	0.0	0.643876	6e-06	0.0	0.0	0.0
sinASSsinBIN_bin.45	0.0	1.040153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030755	0.001295	0.0	64.371552	0.013654	0.0	0.0	0.0	0.0	220.210527	0.0	0.014243	0.0473435	0.0	0.0	0.14951	0.02051	7.44077	0.0	18.177816	0.0	0.0	0.0	0.101968	0.0	0.0	11.482513	0.018526	0.0	0.0
sinASSsinBIN_bin.130	0.0	0.0	0.104541	0.107495	0.0	0.015329	0.007691	0.0	0.07615	0.0	0.0	90.328671	0.0	0.0	0.011794	0.0	0.01025	0.001796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098454	0.0	0.022459	0.0	0.126159	0.0	0.094342	0.0	0.0	0.0	0.0	0.035052	0.0	0.0	0.0
sinASSsinBIN_bin.405	0.055887	0.0	0.0	0.0	0.0	0.0	0.034905	0.0	0.0	0.530232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.007335	0.021036	0.0	0.040318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.130102	0.352297	0.0	0.0	0.014645	0.0	0.0	0.030216	0.01145	0.0	0.146942	0.0
sinASSsinBIN_bin.387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.296	0.0	0.085269	0.081774	0.07747	0.0	0.005794	0.031045	0.0	0.033305	0.163402	0.0	69.525334	0.0	0.036983	3.03585	0.0	0.0	0.021717	0.0	0.810792	0.0	0.0	0.0	0.0	0.0	0.208993	0.0	0.0	0.0	0.847056	0.0	0.069448	1.371788	0.201083	0.0	0.0	0.351927	0.0	0.0	0.0
sinASSsinBIN_bin.429	0.0	0.103319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.762448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.385	0.0	10.016049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.024486	0.0	0.0	0.0	0.095571	0.0	0.0	0.0	0.107828	0.0	1.880137	0.0	0.0	0.0	0.0	0.0	0.0	4.486098	0.283543	0.0	0.059434	0.0	0.0	0.0	0.062373	0.0	4.505728	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.573	0.0	5.560167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02932	0.0	0.0	0.0	0.447844	0.0	0.0	0.0	0.0	0.0	0.0	0.073234	0.0	0.0	0.0
sinASSsinBIN_bin.16	0.044733	0.008078	0.014711	0.029114	0.0	0.0	0.000968	0.0	0.004576	1.050009	0.0	2.492526	0.0	0.034452	0.0	0.017266	0.043978	0.003835	0.0	0.0	0.036851	0.011352	0.0	0.0	0.0	7.512104	0.0	0.067549	0.0	0.039914	0.028637	1.288082	1.332015	0.025326	34.332574	1.30641	0.226687	0.0	0.053782	0.0
sinASSsinBIN_bin.29	0.0	0.0	0.0	0.275052	0.0	0.0	4.615045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.867091	0.0	0.0	0.0	0.0	0.892252	0.0	0.0	0.0	0.0	0.0	0.35242	0.0	0.0	0.0	0.0	0.0	0.791937	0.52231	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.571	7.330449	1.336293	1e-06	0.0	0.000183	0.320544	4.1e-05	0.67925	1.488618	1e-06	6.92618	0.0	1.280474	0.000406	4.091275	14.738648000000001	17.203688	0.000139	5.582683	0.032924	14.5557005	10.327491	26.136374	0.023335	12.964452	0.0	7.487302	3.639281	0.01583	2e-06	1.518018	0.732563	1e-06	0.000317	4.418093	4.836343	0.0	14.742796	6.253301	7.315345
sinASSsinBIN_bin.192	0.015791	0.0	0.0	0.99309	0.0	0.0	12.273145	0.0	0.061028	0.027213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011398	0.016928	0.0	0.0	0.0	0.019785	0.0	0.0	1.232524	0.0	0.0	0.035724	0.0	0.0	0.165441	0.027986	0.0	0.0	0.0	0.992109	0.009755	0.0	0.0
sinASSsinBIN_bin.7	0.0	0.0	0.0	1e-06	0.0	0.0	0.357271	0.0	0.011747	0.003555	0.0	0.007801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007796	0.0	0.0	0.0	0.0	19.020779	0.0	0.0	0.0	0.0	0.0	0.0	0.037531	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.340	1.735205	0.024816	0.0	0.0	0.0	1.930888	0.0	2e-06	0.714876	0.0	1.39865	0.0	0.0	0.0	0.841252	3.279267	3.116126	0.0	1.848466	0.0	1.932334	2.083508	3.452142	0.0	2.970535	0.0	1.305119	0.663355	0.0	0.0	0.0	0.256175	0.0	3.993589	1.988743	0.863079	0.0	2.850751	0.002799	0.0
sinASSsinBIN_bin.89	0.0	0.90831	0.01695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-06	0.0	0.0	86.088766	0.0	0.003701	0.0	0.0	0.0	12.458795	0.0	0.0	0.013426	0.0	0.0	0.00017	0.0	9.188041	0.0	22.487407	0.0	0.001963	0.0	0.0	0.003399	0.0	15.504966	0.0	0.029102	0.0
sinASSsinBIN_bin.342	0.0	0.207897	0.783224	0.050387	0.0	0.0	0.011415	0.0	0.0	0.0	0.0	0.03811	0.0	0.077857	0.0	0.0	0.021831	0.0	0.0	0.374574	0.0	0.0	0.0	0.0	0.0	0.110397	0.0	1.670714	0.0	2.050046	0.0	0.0	0.0	44.55923	0.013355	0.012162	4.109148	0.0	0.027918	0.0
sinASSsinBIN_bin.5	0.0	0.0	0.004078	0.0	0.0	0.0	0.035705	0.0	0.054903	0.010312	0.0	5.252212	0.0	0.024798	3.507974	0.0	20.043648	0.0	0.0	0.821137	0.0	0.0	0.0	0.0	0.0	0.674792	0.0	0.0	0.0	0.002203	0.0	5.129596	27.635617500000002	0.014687	0.068819	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.150	0.0	0.038893	3.86739	0.0	0.0	0.0	0.0	0.0	0.0	1.822314	0.0	0.0	0.0	58.231512	0.0	0.0	0.0	12.577887	0.0	62.488757	0.0	0.0	0.0	0.0	0.0	0.0	0.577261	4.243252	0.0	6.359125	0.0	0.0	0.0	8.253734	0.0	3.267509	4.285843	0.0	28.080005	0.0
sinASSsinBIN_bin.360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.525921	0.0	0.0	0.0	0.0	0.095612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.061833	0.0	0.0	0.0	0.184206	0.0	0.0	0.104609	0.0	0.0	0.0	0.095643	0.0	0.0	4.63294
sinASSsinBIN_bin.140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.703451	0.0	0.0	0.0	0.013894	0.0	0.0	0.0	0.0	0.0	0.0	8.043267	0.0	0.0	0.0
sinASSsinBIN_bin.262	0.0	0.0	0.147745	0.146382	0.0	0.008606	0.0	0.0	0.052259	0.0	0.0	127.890342	0.0	0.0	0.019048	0.0	0.0	0.064251	0.0	0.0	0.080481	0.0	0.0	0.0	0.0	0.236024	0.33409	0.070451	0.0	0.241946	0.0	14.965689	0.0	0.0	0.0	0.014903	0.028693	0.0	0.0	0.0
sinASSsinBIN_bin.193	0.0	0.0	0.028423	0.036125	0.0	0.0	0.0	0.0	0.008074	0.0	0.0	0.02496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.875573	0.0	0.0	0.0	0.064506	0.0	0.036218	0.0	0.0	0.0	0.0	2.418816	0.0	0.0	0.0
sinASSsinBIN_bin.384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.800677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128713	0.0	0.0	0.0
sinASSsinBIN_bin.462	1e-06	0.002368	3.870832	0.055568	0.0	5e-06	0.0	8.2e-05	0.000582	0.050786	0.0	0.005608	3.4e-05	0.052274	0.0	0.0	0.0	0.006333	0.0	0.375073	4e-06	0.0	1.4e-05	0.588883	0.0	0.003008	0.010733	0.004829	1.1e-05	1.570389	0.0	0.000526	0.0	0.006197	0.0	0.09003	0.001429	0.0	0.0	0.000239
sinASSsinBIN_bin.229	0.004608	0.0	0.0	15.47018	0.0	0.0	0.018594	0.0	0.085929	0.231746	0.0	0.010458	0.0	0.016534	0.304215	0.0	0.0	0.0036	15.211896	1.184306	0.0	0.0	0.0	0.014476	0.0	0.024163	0.0	0.0	3.975616	0.015419	2.091286	0.003932	0.078017	0.007776	0.0	0.024332	0.01509	0.0	0.0	0.0
sinASSsinBIN_bin.119	0.0	0.832605	0.490863	0.0	0.0	0.0	0.0	0.0	0.00024	0.366117	0.0	0.0	0.0	68.014188	0.0	0.0	0.055779	0.0	0.0	0.0	0.0	0.0	0.0	9.751603	0.0	0.0	0.0	0.068742	0.0	3.367828	0.0	0.0	0.0	0.025193	0.009255	0.083398	0.0	0.0	0.036085	0.0
sinASSsinBIN_bin.308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.045448	0.0	0.0	0.0	0.020974	0.0	0.0	0.0	0.0	0.0	0.0	0.440665	0.0	0.0	0.0
sinASSsinBIN_bin.334	0.0	0.195471	0.0	0.0	0.0	0.0	0.277911	0.0	0.0	0.0	0.0	0.0	0.0	0.725462	0.0	0.0	0.0	0.0	0.0	8.023479	0.0	0.0	0.0	0.0	0.0	0.0006760000000000001	0.0	0.019181	0.0	0.192479	0.0	0.0	0.0	1.802094	0.0	0.0	0.328733	0.0	0.017331	0.0
sinASSsinBIN_bin.270	0.0	0.673592	0.0	0.011343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012139	0.0	56.814878	0.0	5e-06	0.007377	0.0	0.0	7.269514	0.0	0.0	8.15e-05	0.0	0.0	0.061568	0.0	3.965344	0.0	14.70283	0.0	0.001519	0.0	0.082323	0.0	0.0	9.774563	0.0	2e-05	0.0
sinASSsinBIN_bin.59	0.0	1.066524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.135224	0.0	0.0	0.0	0.208152	0.0	0.0	0.0	0.001398	0.0	5.936242	0.0	0.0	0.0	0.0	0.0	0.0	1.363975	0.014985	0.0	0.102749	0.0	0.0	0.0	0.009474	0.0	0.294629	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.369	0.0	0.588658	0.016578	7.482927	0.0	0.0	0.0	0.0	0.0	0.000185	0.0	0.0	0.0	18.385975	0.0	0.0	0.0	0.022106	0.0	21.701653	0.0	0.0	0.0	0.0	0.0	0.0	6.2e-05	0.336571	0.0	17.172926	0.0	0.0	0.0	22.615702	0.0	0.249979	0.02334	0.0	5e-06	0.0
sinASSsinBIN_bin.388	0.0	0.000807	0.0	1.808548	0.0	0.0	0.0	0.0	0.0	0.007214	0.045078	0.0	0.0	5.865778	0.0	0.0	0.0	0.07185	0.0	5.575106	0.0	0.0	0.0	0.0	0.0	0.0	0.000147	4.9e-05	0.0	7.859333	0.0	0.0	0.0	7.728481	0.0	0.079622	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.42	0.0	0.0	0.0	0.0	0.0	0.0	1.200081	0.0	0.0	0.0	0.0	0.0	0.0	1.868157	0.0	0.0	0.0	0.0	0.0	15.570908	0.0	0.0	0.006299	0.0	0.0	0.390883	0.233339	1.662352	0.0	2.615502	0.0	0.0	0.0	2.170809	0.0	0.062671	0.315294	0.0	0.0	0.0
sinASSsinBIN_bin.435	0.598361	0.0	0.033812999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016467	0.0	0.0	0.0	0.000493	0.0	9.237081	0.005407	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.487217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4e-05	0.0	0.0	0.0	7e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.402	0.068621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.246185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.579762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.905495	0.0	0.0	0.0
sinASSsinBIN_bin.169	1.40191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.284053	0.0	0.0	0.0	3.078849	0.0	0.0	0.0	0.12476	0.0	0.0	0.0	0.018739	0.0	0.0	0.0	0.0	0.0	0.0
sinASSsinBIN_bin.155	0.0	328.806907	0.0	0.001977	0.002264	0.150773	0.0	0.209524	0.0	0.004517	0.0	0.007868	0.306666	0.0	0.0	0.0	0.0	0.002377	0.0	0.0	0.02629	0.0	0.0	0.389018	0.030405	0.027913	1.352277	0.0	0.0	3.135329	0.026116	0.001624	0.0	0.0	0.0	0.009781	1.904216	0.0	0.0	0.170882
sinASSsinBIN_bin.33	0.258679	86.73312	0.013851	0.0	0.711499	0.279747	274.002708	0.003633	0.0	6.468367	35.376551	0.05892	7e-06	2.194775	266.050742	0.443516	0.0	0.30285	0.188993	41.662795	8.079042	9.612015	0.56718	12.014318	2.987139	0.779369	4.671184	0.690337	0.52769	32.124776	0.0	0.436466	0.294406	19.832491	2.149027	21.291221	0.23373	8.689284	6.3e-05	28.830429
