""	"17119-05-01-243200068"	"17119-05-02-243200066"	"17119-05-03-243200095"	"17119-05-04-243200101"	"17119-05-05-243200087"	"17119-05-06-243200069"	"17119-05-07-243200099"	"17119-05-08-243200071"	"17119-05-09-243200070"	"17119-05-10-243200096"	"17119-05-11-243200091"	"17119-05-12-243200081"	"17119-05-13-243200076"	"17119-05-14-243200089"	"17119-05-15-243200093"	"17119-05-16-243200072"	"17119-05-17-243200086"	"17119-05-18-243200100"	"17119-05-19-243200062"	"17119-05-20-243200063"	"17119-05-21-243200075"	"17119-05-22-243200094"	"17119-05-23-243200073"	"17119-05-24-243200088"	"17119-05-25-243200085"	"17119-05-26-243200098"	"17119-05-27-243200083"	"17119-05-28-243200078"	"17119-05-30-243200082"	"17119-05-31-243200080"	"17119-05-32-243200092"	"17119-05-33-243200064"	"17119-05-34-243200097"	"17119-05-35-243200067"	"17119-05-36-243200079"	"17119-05-37-243200074"	"17119-05-38-243200077"	"17119-05-39-243200084"	"17119-05-40-243200090"	"17119D-05-29-243200065"
"K16792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	437	17	0
"K16794"	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
"K16795"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
"K16796"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0
"K16798"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	14	0
"K16802"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K16803"	1	0	0	2	0	0	1	2	0	39	0	0	0	30	0	0	10	0	2	1	0	0	1	0	1	19	0	0	0	0	5	0	0	0	1	3	1	13	4	1
"K16806"	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	1	1	0	3	0	0	0	1	0	2	0	3	31	0
"K16807"	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0
"K16808"	0	4	1	3	8	5	1	1	0	3	2	1	0	1	1	0	0	3	3	2	0	3	0	0	1	5	1	3	3	0	0	0	3	5	9	5	0	7	36	0
"K16810"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"K16812"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"K16813"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"K16816"	0	0	0	1	1	0	1	1	0	0	1	0	0	16	0	0	0	0	32	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	3	2	0
"K16817"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
"K16819"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0
"K16820"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	3	0
"K16821"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0
"K16822"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
"K16823"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	12	0
"K16832"	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0
"K16833"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"K16835"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
"K16840"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	4	0
"K16841"	0	0	0	0	0	0	0	16	0	0	0	6	0	1	0	0	0	6	61	0	7	0	1	0	0	1	0	8	0	1	1	0	1	0	10	1	0	39	172	0
"K16843"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	13	0
"K16844"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	66	0
"K16845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	0
"K16846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	51	0
"K16847"	0	0	0	0	0	1	0	2	0	120	1	1	0	109	3	14	0	0	2	0	6	0	143	0	0	0	0	0	0	0	1	0	0	3	2	42	0	38	7	0
"K16848"	0	0	1	0	2	0	3	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	4	0	1	6	0
"K16849"	28	42	0	0	4	14	0	5	0	0	0	1	1	7	1	15	0	0	36	0	9	1	5	9	0	0	2	16	1	8	0	134	0	1	31	38	1	104	32	0
"K16850"	96	113	2	1	11	1097	0	40	25	0	13	15	3	7	2	44	6	3	112	1	91	6	1626	23	4	60	7	73	17	71	258	481	12	67	136	361	0	320	261	114
"K16857"	0	0	2	13	18	3	12	5	0	5	0	6	1	14	4	73	2	2	2	7	4	2	14	0	1	6	5	12	9	15	2	0	4	6	3	24	5	17	12	3
"K16859"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"K16860"	0	2	1	1	3	3	0	1	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	12	0	0	6	8	0
"K16865"	4	8	5	0	2	3	2	0	3	0	0	0	0	0	1	0	5	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	30	3	0
"K16866"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K16868"	4	96	52	327	738	19	13	171	61	31	114	598	17	408	56	1359	16	100	222	6	21	0	200	321	52	341	758	1026	184	269	491	348	845	39	299	307	226	44	136	211
"K16869"	3101	972	73	934	75	244	136	216	201	338	735	184	236	393	418	484	236	229	836	187	251	159	1083	1946	786	1376	55	893	331	227	731	354	111	176	66	715	3050	249	87	264
"K16870"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31	1	2	0	0	4	1	1	1	0	28	128	2
"K16871"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
"K16872"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0
"K16874"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
"K16876"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K16881"	5868	48	8	119	75	3	2	3	0	0	0	10	4	2	3	0	2	0	37	0	3	0	1	0	1	0	0	0	0	0	0	2	5	1	3	8	1	1054	1191	1
"K16882"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	19	0
"K16885"	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	64	0
"K16886"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	108	0
"K16887"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	77	0
"K16896"	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0
"K16897"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0
"K16898"	4621	1144	736	2956	402	342	54	950	94	533	2133	1679	132	6715	1751	2549	567	751	9284	231	4929	62	5995	1681	830	3720	200	4522	554	2935	6067	3278	229	1123	2910	3454	9165	9678	12487	831
"K16899"	11102	714	843	3047	2557	676	57	1298	104	569	1318	2384	124	8630	2223	4044	917	1486	6548	285	2617	82	11082	1047	1570	5141	883	7157	499	4616	5416	3847	660	5908	4525	7447	6658	10352	13464	2135
"K16901"	3704	55	6	78	70	0	1	3	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"K16904"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	6	0
"K16905"	0	0	0	0	1	0	0	8	0	0	0	1	0	1	0	0	0	1	27	0	17	0	18	0	0	0	0	88	0	3	2	3	1	1	24	17	0	14	6	1
"K16906"	0	0	0	0	0	0	0	59	0	0	86	0	0	25	0	0	0	0	22	0	11	0	17	0	0	2	0	81	0	9	201	6	0	0	38	60	0	7	19	14
"K16907"	0	0	0	0	0	2	0	34	0	0	24	1	0	43	0	0	0	0	140	1	38	0	4	0	1	2	0	123	0	16	68	17	0	0	42	38	0	45	29	14
"K16910"	0	0	0	0	0	0	1	97	0	0	2	0	0	6	0	0	0	0	81	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	75	0	5	8	0
"K16911"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K16912"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	27	13	0
"K16913"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"K16914"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"K16915"	0	0	2	0	0	0	0	3	35	0	2	16	0	150	0	0	1	11	0	4	1	0	8	0	0	0	0	36	0	83	74	0	3	0	7	9	0	51	61	5
"K16917"	1	60	3	45	2	0	0	0	1	0	0	52	0	0	69	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	1	0	0	2	0	64	0	0	0
"K16922"	37	0	2	1	0	1	0	4	0	0	0	26	0	2	0	0	1	0	3	0	0	0	0	0	0	1	0	75	1	12	5	0	10	1	34	6	0	146	274	0
"K16923"	381	1027	460	2074	676	3055	1843	741	1863	2808	1658	1324	2171	815	1728	936	653	1469	242	1857	1182	2286	1434	1419	3309	260	709	1433	2183	1299	424	267	2039	117	535	504	2232	208	589	1217
"K16924"	1338	35	356	236	918	89	3	149	43	60	159	431	24	580	758	760	90	223	476	43	312	2	653	13	27	537	216	1665	43	777	898	1011	29	2047	658	887	1408	294	582	434
"K16925"	249	293	89	499	51	240	13	212	36	257	424	181	31	583	342	59	187	232	457	105	181	47	1000	90	210	1579	142	1004	31	681	594	463	194	163	886	829	4110	287	750	231
"K16926"	4	1	445	86	401	8	1	183	11	12	37	333	13	275	1093	73	5	284	204	4	28	1	412	1	148	37	117	1260	21	1743	244	390	54	1006	808	535	49	362	253	205
"K16927"	1443	15	5	32	27	28	1	134	1	0	20	239	5	90	1	7	0	9	95	2	59	0	75	0	1	0	0	37	8	21	68	6	5	2	18	217	0	594	705	30
"K16936"	0	0	0	0	0	0	0	111	0	1	19	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	29	0	107	6	0	2	4	4
"K16937"	1583	62	14	168	25	3	10	180	0	79	20	48	22	1	191	4	0	0	1	0	7	0	1	31	0	5	6	0	2	14	0	83	30	1	148	10	344	17	96	5
"K16938"	0	0	2	1	1	1	5	0	0	0	1	2	0	0	1	0	0	0	0	3	3	1	0	0	0	2	4	8	0	0	0	2	0	0	6	5	1	6	26	0
"K16939"	53	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	7	1	0	0	1	0	0	5	0	0	7	22	0
"K16940"	0	0	5	2	4	0	1	0	1	2	0	73	1	4	19	0	0	1	0	3	0	1	0	0	1	1	75	431	0	189	3	3	1	5	16	2	0	1	0	1
"K16942"	0	1	1	1	2	1	5	0	0	0	0	24	0	0	1	0	0	0	0	2	2	0	2	0	0	1	1	15	3	2	46	0	0	1	1	2	1	1	2	0
"K16943"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K16944"	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	2	5	0
"K16945"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K16948"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
"K16950"	31	14	0	0	1	7	0	71	1	0	53	77	1	72	0	79	0	14	125	0	101	1	170	9	0	1	4	175	5	121	162	226	7	5	184	122	1	203	239	37
"K16951"	52	23	1	1	2	4	1	101	0	0	68	24	0	56	0	47	2	1	98	0	42	2	175	8	1	6	1	151	3	68	183	257	12	1	96	83	0	251	189	45
"K16957"	2	36	276	277	983	4	3	135	9	0	51	506	21	396	807	354	3	176	220	5	12	1	295	1	6	40	351	2370	67	1231	896	758	26	2143	666	919	4	64	179	486
"K16958"	2	31	151	177	376	2	0	50	2	3	13	206	6	160	378	289	0	79	78	5	8	0	207	2	3	15	144	896	52	525	192	306	13	847	274	294	0	11	147	192
"K16959"	1	43	8	2	11	128	3	51	4	96	10	103	3	166	54	1	30	105	21	35	11	30	16	0	50	260	151	687	37	452	151	51	87	65	466	107	0	57	74	25
"K16960"	4	54	153	245	542	54	2	96	17	70	43	155	9	319	415	301	23	161	118	18	146	8	510	6	39	235	110	698	55	486	570	408	58	1066	522	611	89	152	329	250
"K16961"	2315	41	5	36	28	0	2	19	0	0	5	51	0	20	0	13	1	1	57	0	188	0	64	4	2	0	2	73	2	9	21	165	0	1	18	28	0	83	75	59
"K16962"	1091	22	2	21	16	2	0	7	0	0	11	81	0	32	1	0	1	2	106	0	141	0	26	0	4	1	1	116	1	28	17	18	2	0	36	56	0	142	150	46
"K16963"	955	1	3	11	11	1	0	20	0	0	0	78	3	30	0	17	0	6	52	1	82	0	59	0	1	0	0	67	0	6	46	15	0	0	16	22	0	101	112	10
"K17044"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"K17046"	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	7	4	0	0
"K17053"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K17065"	1	0	0	1	1	1	1	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	7	0	0	3	0	7	6	1
"K17067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
"K17069"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K17073"	133	709	69	813	149	281	156	225	215	355	397	804	316	869	411	2123	119	215	609	288	558	232	3000	675	1525	608	692	4764	753	2433	490	1029	135	338	596	1158	4860	1822	2721	299
"K17074"	131	641	63	813	239	281	155	214	209	353	370	796	310	497	398	2067	117	197	563	284	487	231	2209	614	1523	455	681	4591	720	2311	447	936	125	443	568	945	3467	1451	2397	317
"K17076"	64	426	178	605	251	508	156	263	272	395	558	560	400	865	629	1297	297	420	941	389	820	237	1878	1000	1070	788	393	2997	611	1688	1225	629	167	875	712	1079	2348	1272	1931	520
"K17077"	1518	112	355	1002	414	1019	181	505	319	597	1124	783	319	3112	1045	596	701	688	2608	407	2101	279	2283	48	684	2577	246	3040	420	2150	4342	932	311	1232	2247	1810	3781	2826	3789	727
"K17079"	0	0	1	0	52	1	0	21	0	0	4	0	0	10	0	0	0	0	3	0	5	0	69	0	0	88	1	361	1	0	21	0	0	5	7	58	0	4	5	15
"K17080"	0	0	0	0	0	1	0	0	0	2	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	4	0	0	0	2	5	0
"K17081"	0	1	0	0	1	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	4	0
"K17082"	1	2	6	1	187	12	1	7	3	12	87	62	7	0	17	218	10	1	23	0	0	0	5	0	0	182	0	116	0	1	33	0	0	3	0	32	0	2	2	66
"K17083"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0
"K17084"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K17085"	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0
"K17086"	10	11	5	11	16	2	0	44	2	3	1	12	4	5	0	0	4	8	5	7	11	0	155	0	6	5	8	13	1	14	15	3	5	1	26	22	2	88	135	1
"K17087"	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0
"K17089"	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0
"K17091"	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	1	0	0	0	0
"K17092"	0	3	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	2	0	0
"K17094"	0	3	2	3	2	4	3	0	0	0	1	1	1	1	4	0	0	0	3	3	2	2	2	0	0	2	3	3	3	3	0	0	1	4	9	1	1	2	1	0
"K17095"	0	0	1	1	1	0	1	7	0	0	0	0	0	86	0	0	1	1	146	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	3	7	0	4	3	0
"K17096"	0	2	1	1	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	6	1	0	0	0	3	0	1	0	0	0	0	3	0	1	7	0	0	0	0
"K17097"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
"K17102"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
"K17103"	3977	57	74	84	363	236	1	1038	12	1	81	135	8	167	144	30	4	114	113	8	133	1	371	14	3	15	1	124	16	99	342	397	36	796	565	336	3	1684	2558	153
"K17104"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	264	173	0
"K17105"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	104	0
"K17108"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	19	0	3	0	1	0	13	0	1	11	44	102	10	21	0
"K17195"	149	52	185	1091	371	1508	846	391	800	1260	889	402	1051	153	804	1011	386	802	178	1035	635	1237	705	34	1092	400	1727	1055	1269	446	348	337	263	121	281	283	3985	82	139	595
"K17197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	9	0	0	1	1710
"K17199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	18	0
"K17201"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0
"K17202"	0	0	0	0	2	0	0	31	0	0	0	116	0	63	0	0	0	0	15	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	8	7	0	55	87	0
"K17203"	0	0	0	0	2	0	0	8	0	0	0	86	1	75	0	0	0	0	8	0	0	0	19	0	2	0	0	0	0	0	5	0	4	1	0	5	0	26	58	2
"K17204"	0	0	1	0	1	0	0	10	0	0	1	187	0	102	0	0	0	0	16	1	0	0	32	0	0	0	0	0	0	0	8	1	0	0	0	10	5	45	100	0
"K17206"	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0
"K17208"	0	0	15	0	0	6	0	13	2	6	0	79	0	3	8	0	0	0	9	0	2	0	3	0	1	0	0	194	7	0	3	1	1	0	0	42	1	1	2	13
"K17209"	0	0	17	0	0	12	1	10	10	1	0	234	1	9	38	0	0	2	31	1	12	1	10	0	0	1	0	430	23	0	14	0	1	0	0	105	3	32	1	33
"K17210"	0	0	11	0	0	24	0	20	12	8	0	333	1	7	43	0	0	0	28	0	14	0	7	0	1	1	1	600	17	1	11	0	1	0	0	121	3	1	5	30
"K17213"	0	0	0	0	0	23	0	44	49	1	9	137	0	845	1	0	2	60	77	1	30	0	64	0	0	12	0	215	20	627	393	13	9	17	97	98	2	153	268	68
"K17214"	0	0	1	0	0	0	0	31	98	0	2	52	0	237	0	0	0	30	2	4	1	0	9	0	0	5	0	115	2	131	181	0	4	6	121	12	0	143	101	20
"K17215"	1	0	0	0	0	0	1	49	47	0	0	70	0	401	2	0	0	25	13	1	8	0	17	0	0	8	0	104	4	228	210	0	4	10	339	14	1	146	137	41
"K17216"	854	47	1	561	11	3	1	0	4	5	0	0	5	0	10	11	0	1	0	0	0	0	0	3	0	0	0	71	3	0	2	27	0	0	1	0	17	0	3	2
"K17217"	3605	190	13	881	59	1	10	8	3	16	29	67	7	19	204	28	2	0	63	0	1	0	1	22	0	13	14	70	3	15	4	165	3	3	4	5	501	4	0	9
"K17218"	2090	11	1	357	24	5	3	148	1	1	63	1	0	7	1	1	3	2	8	0	2	0	24	2	3	27	0	54	17	18	15	4	0	22	85	59	0	24	131	42
"K17224"	0	0	0	0	0	0	0	0	8	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	8	0
"K17225"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"K17228"	2623	28	7	68	44	5	2	3	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	7	0	0	0	0	1	2	0	1	5	4	0
"K17234"	0	1	1	0	0	0	1	9	15	0	0	1	0	59	1	0	0	0	132	0	7	1	23	0	43	1	0	2	0	350	2	1	0	0	104	5	1	332	432	4
"K17235"	0	0	0	0	0	0	0	4	4	0	0	8	0	33	0	0	0	0	26	0	7	1	24	0	1	0	0	0	0	111	1	0	2	0	76	0	1	218	211	1
"K17236"	0	0	0	0	0	0	0	1	3	0	0	6	0	39	0	0	0	0	92	0	14	0	26	0	2	1	0	0	0	50	8	0	0	1	73	5	0	185	190	0
"K17238"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	49	1	0
"K17239"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	46	0	0
"K17241"	0	0	0	0	0	0	0	9	0	0	0	4	0	5	0	137	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	19	0	0	0	1	2	0
"K17242"	0	0	0	0	0	0	0	7	1	0	0	1	0	1	0	75	0	0	1	0	10	0	0	0	0	0	2	15	0	1	0	2	0	16	2	0	0	1	5	0
"K17243"	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	44	0	0	10	0	21	0	1	0	0	0	0	6	0	0	0	0	0	4	67	0	0	7	3	0
"K17244"	2	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0
"K17245"	9	0	0	0	0	0	0	0	0	0	0	133	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	5	0
"K17246"	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K17247"	2	3	91	37	736	10	17	199	10	61	126	412	24	231	29	851	23	77	193	1	15	2	157	1334	87	380	1863	855	389	135	319	1086	1062	17	248	389	102	49	57	231
