Sample	Genome	Mean	Covered Fraction	Covered Bases	Length	Read Count
17119-05-21-243200075_1.fastq	bin_178	0.045334347	0.033543378	101897	3037768	932
17119-05-21-243200075_1.fastq	bin_577	0.02605059	0.023418259	53038	2264814	398
17119-05-21-243200075_1.fastq	bin_154	0.0039212964	0.0034927626	7541	2159036	60
17119-05-21-243200075_1.fastq	bin_265	0.00077896635	0.00018255773	431	2360897	21
17119-05-21-243200075_1.fastq	bin_183	0.0068022744	0.0052394364	11439	2183250	97
17119-05-21-243200075_1.fastq	bin_85	3.4711027	0.533007	2222803	4170307	131340
17119-05-21-243200075_1.fastq	bin_360	0.0001512338	0.000120652214	154	1276396	14
17119-05-21-243200075_1.fastq	bin_585	0.005630448	0.0035147113	7340	2088365	95
17119-05-21-243200075_1.fastq	bin_55	0.0009218636	0.0005055807	943	1865182	27
17119-05-21-243200075_1.fastq	bin_508	47.05543	0.9018315	1043833	1157459	362555
17119-05-21-243200075_1.fastq	bin_457	0.024839642	0.022765648	43522	1911740	320
17119-05-21-243200075_1.fastq	bin_439	3.3448858	0.83162326	1672505	2011133	45404
17119-05-21-243200075_1.fastq	bin_25	1.1838315	0.5668468	2697091	4758060	37733
17119-05-21-243200075_1.fastq	bin_450	0.42972273	0.33464336	832499	2487720	7128
17119-05-21-243200075_1.fastq	bin_506	0.2773265	0.22581847	646376	2862370	5272
17119-05-21-243200075_1.fastq	bin_316	41.99123	0.99959695	2832458	2833600	802265
17119-05-21-243200075_1.fastq	bin_181	0.0010763379	0.0004409578	1390	3152229	33
17119-05-21-243200075_1.fastq	bin_338	0.7109502	0.48194933	1275903	2647380	12571
17119-05-21-243200075_1.fastq	bin_42	2.2364514	0.68934184	1662698	2412008	44424
17119-05-21-243200075_1.fastq	bin_63	0.00010446238	0.00007496859	135	1800754	3
17119-05-21-243200075_1.fastq	bin_279	19.689083	0.9920378	2240062	2258041	296811
17119-05-21-243200075_1.fastq	bin_113	0.004320545	0.0024075073	3936	1634886	84
17119-05-21-243200075_1.fastq	bin_129	0.0052558226	0.004878852	8679	1778902	82
17119-05-21-243200075_1.fastq	bin_119	0.09656653	0.06864746	186175	2712045	1741
17119-05-21-243200075_1.fastq	bin_54	0.15041986	0.078607	204250	2598369	4754
17119-05-21-243200075_1.fastq	bin_67	0.00024324423	0.00028087178	833	2965766	9
17119-05-21-243200075_1.fastq	bin_281	8.384431	0.9931496	4313356	4343108	244046
17119-05-21-243200075_1.fastq	bin_101	0.00043698	0.00035269593	613	1738041	9
17119-05-21-243200075_1.fastq	bin_260	0.54419833	0.37880382	921707	2433204	8846
17119-05-21-243200075_1.fastq	bin_499	1.3436689	0.22089125	350349	1586070	14203
17119-05-21-243200075_1.fastq	bin_386	0.3997875	0.27445456	569224	2074019	5571
17119-05-21-243200075_1.fastq	bin_475	0.414628	0.16328333	323357	1980343	5524
17119-05-21-243200075_1.fastq	bin_128	0.001150068	0.0005664353	1582	2792905	58
17119-05-21-243200075_1.fastq	bin_185	0.011249403	0.010938957	29213	2670547	205
17119-05-21-243200075_1.fastq	bin_580	0.43154618	0.33765057	806477	2388496	6870
17119-05-21-243200075_1.fastq	bin_86	0.009644837	0.008369624	15141	1809042	117
17119-05-21-243200075_1.fastq	bin_326	0.43195695	0.3373296	815472	2417434	6962
17119-05-21-243200075_1.fastq	bin_224	0.14586265	0.0045016306	9144	2031264	2448
17119-05-21-243200075_1.fastq	bin_362	2.265385	0.68915623	1330352	1930407	29297
17119-05-21-243200075_1.fastq	bin_222	0.0052337754	0.002668938	3334	1249186	87
17119-05-21-243200075_1.fastq	bin_574	37.238613	0.9996472	2827921	2828919	703177
17119-05-21-243200075_1.fastq	bin_584	0.009213403	0.001812696	5156	2844382	178
17119-05-21-243200075_1.fastq	bin_169	0.006073789	0.0052016973	6879	1322453	55
17119-05-21-243200075_1.fastq	bin_139	0.007054315	0.004029717	9137	2267405	120
17119-05-21-243200075_1.fastq	bin_99	0.06973411	0.05584435	112143	2008135	948
17119-05-21-243200075_1.fastq	bin_264	0.003292603	0.002861225	14613	5107253	123
17119-05-21-243200075_1.fastq	bin_81	0.035862193	0.014435681	34850	2414157	601
17119-05-21-243200075_1.fastq	bin_425	0.7265402	0.4782607	734992	1536802	7399
17119-05-21-243200075_1.fastq	bin_501	0.8803166	0.48381174	787511	1627722	9597
17119-05-21-243200075_1.fastq	bin_531	0.07483504	0.06796501	164570	2421393	1215
17119-05-21-243200075_1.fastq	bin_20	0.52971226	0.33278188	686542	2063039	7422
17119-05-21-243200075_1.fastq	bin_396	0.1764372	0.14347029	664132	4629056	5554
17119-05-21-243200075_1.fastq	bin_93	0.00039154952	0.00020088999	489	2434168	13
17119-05-21-243200075_1.fastq	bin_373	0.51258516	0.16314119	287329	1761229	6026
17119-05-21-243200075_1.fastq	bin_393	4.2736087	0.9680034	2960468	3058324	87213
17119-05-21-243200075_1.fastq	bin_353	39.373287	0.9020871	828014	917887	239980
17119-05-21-243200075_1.fastq	bin_82	0.21475548	0.067748904	279409	4124185	6180
17119-05-21-243200075_1.fastq	bin_46	0.7139618	0.47979468	1201047	2503252	11955
17119-05-21-243200075_1.fastq	bin_41	0.000052557672	0.000017882025	38	2125039	3
17119-05-21-243200075_1.fastq	bin_162	0.009386208	0.0028769404	5006	1740043	140
17119-05-21-243200075_1.fastq	bin_77	0.0019795988	0.000505	596	1180198	36
17119-05-21-243200075_1.fastq	bin_400	0.29922038	0.23873755	389963	1633438	3220
17119-05-21-243200075_1.fastq	bin_485	0.0015174982	0.00017171777	491	2859343	103
17119-05-21-243200075_1.fastq	bin_166	0.0014057098	0.0012575175	2606	2072337	21
17119-05-21-243200075_1.fastq	bin_358	2.2874453	0.68983376	1311959	1901848	29908
17119-05-21-243200075_1.fastq	bin_51	1.0750073	0.072800525	211382	2903578	21703
17119-05-21-243200075_1.fastq	bin_56	0.25452375	0.081930295	231463	2825121	5663
17119-05-21-243200075_1.fastq	bin_277	1.7595242	0.56054616	2686556	4792747	73166
17119-05-21-243200075_1.fastq	bin_476	0.56128466	0.35891703	522805	1456618	5464
17119-05-21-243200075_1.fastq	bin_555	0.96978873	0.5526769	2253376	4077203	26344
17119-05-21-243200075_1.fastq	bin_344	1.0851632	0.48649126	1296471	2664942	21099
17119-05-21-243200075_1.fastq	bin_364	0.0035192138	0.0033854004	7007	2069770	56
17119-05-21-243200075_1.fastq	bin_40	0.0037699123	0.0021640197	3194	1475957	71
17119-05-21-243200075_1.fastq	bin_161	0.7271684	0.46017563	690991	1501581	7405
17119-05-21-243200075_1.fastq	bin_528	0.02078035	0.008524965	20265	2377136	344
17119-05-21-243200075_1.fastq	bin_21	0.3954995	0.25860214	1143171	4420578	11736
17119-05-21-243200075_1.fastq	bin_430	37.382378	0.99944764	2835334	2836901	707445
17119-05-21-243200075_1.fastq	bin_453	2.0536292	0.82534117	1550424	1878525	25771
17119-05-21-243200075_1.fastq	bin_147	0.0089137405	0.0030964366	5922	1912521	227
17119-05-21-243200075_1.fastq	bin_517	37.39467	0.9996599	2836630	2837595	707984
17119-05-21-243200075_1.fastq	bin_251	0.012420671	0.008576348	40152	4681713	410
17119-05-21-243200075_1.fastq	bin_198	0.056742102	0.008739714	19861	2272500	1156
17119-05-21-243200075_1.fastq	bin_405	0.0037597395	0.0032928167	5333	1619586	42
17119-05-21-243200075_1.fastq	bin_455	0.7534759	0.41887927	1286328	3070880	15264
17119-05-21-243200075_1.fastq	bin_382	0.5658639	0.4068752	1009166	2480284	9298
17119-05-21-243200075_1.fastq	bin_76	0.053230494	0.0313198	41476	1324274	485
17119-05-21-243200075_1.fastq	bin_88	0.0043135094	0.0005666816	1565	2761692	217
17119-05-21-243200075_1.fastq	bin_186	0.0075798873	0.0069048656	16095	2330965	119
17119-05-21-243200075_1.fastq	bin_399	37.489475	0.9996353	2836536	2837571	709786
17119-05-21-243200075_1.fastq	bin_292	0.057523962	0.013807021	23939	1733828	791
17119-05-21-243200075_1.fastq	bin_38	2.4671292	0.076592036	197020	2572330	45859
17119-05-21-243200075_1.fastq	bin_275	0.010152536	0.008947385	17559	1962473	136
17119-05-21-243200075_1.fastq	bin_346	0.27552468	0.21261415	394449	1855234	3344
17119-05-21-243200075_1.fastq	bin_477	46.31066	0.9021471	850372	942609	290370
17119-05-21-243200075_1.fastq	bin_304	0.08422609	0.07197391	192435	2673677	1506
17119-05-21-243200075_1.fastq	bin_295	0.03724219	0.01077342	19255	1787269	487
17119-05-21-243200075_1.fastq	bin_351	0.7386537	0.48969725	1214126	2479340	12202
17119-05-21-243200075_1.fastq	bin_409	0.0029903867	0.0024780503	8859	3574988	79
17119-05-21-243200075_1.fastq	bin_404	1.4247789	0.67080677	2699148	4023734	38209
17119-05-21-243200075_1.fastq	bin_403	3.084213	0.8395129	1728092	2058446	43427
17119-05-21-243200075_1.fastq	bin_142	0.00061853783	0.00046242832	913	1974360	12
17119-05-21-243200075_1.fastq	bin_534	12.627709	0.99582714	1808203	1815780	154496
17119-05-21-243200075_1.fastq	bin_219	0.094402686	0.01962031	78897	4021190	2637
17119-05-21-243200075_1.fastq	bin_573	0.0019001502	0.0013094881	1791	1367710	21
17119-05-21-243200075_1.fastq	bin_434	0.83448523	0.52939355	718909	1357986	7430
17119-05-21-243200075_1.fastq	bin_268	37.88908	0.99958485	2776258	2777411	703174
17119-05-21-243200075_1.fastq	bin_436	2.248716	0.6776004	1189930	1756094	26329
17119-05-21-243200075_1.fastq	bin_352	0.03629661	0.028183816	38082	1351201	335
17119-05-21-243200075_1.fastq	bin_332	0.3824812	0.2958413	608300	2056170	5246
17119-05-21-243200075_1.fastq	bin_414	0.0008406198	0.00035280356	976	2766412	23
17119-05-21-243200075_1.fastq	bin_328	0.0046706027	0.004360142	7393	1695587	56
17119-05-21-243200075_1.fastq	bin_165	0	0	0	1250295	0
17119-05-21-243200075_1.fastq	bin_141	1.2798729	0.54116803	1636951	3024848	26132
17119-05-21-243200075_1.fastq	bin_582	0.2609174	0.21080968	526049	2495374	4288
17119-05-21-243200075_1.fastq	bin_284	0.10970375	0.08040419	474780	5904916	4372
