Sample	Genome	Mean	Covered Fraction	Covered Bases	Length	Read Count
17119-05-01-243200068_1.fastq	bin_178	0	0	0	3037768	0
17119-05-01-243200068_1.fastq	bin_577	0.0011382621	0.0011272449	2553	2264814	17
17119-05-01-243200068_1.fastq	bin_154	0.035040643	0.0065932204	14235	2159036	496
17119-05-01-243200068_1.fastq	bin_265	0.04131942	0.031334277	73977	2360897	689
17119-05-01-243200068_1.fastq	bin_183	0.05365451	0.04652651	101579	2183250	765
17119-05-01-243200068_1.fastq	bin_85	3.5587285	0.08087726	337283	4170307	158864
17119-05-01-243200068_1.fastq	bin_360	0.0064666606	0.005224084	6668	1276396	56
17119-05-01-243200068_1.fastq	bin_585	0.006397952	0.005462168	11407	2088365	98
17119-05-01-243200068_1.fastq	bin_55	0.026148492	0.0012636837	2357	1865182	347
17119-05-01-243200068_1.fastq	bin_508	0.0045132046	0.004370781	5059	1157459	36
17119-05-01-243200068_1.fastq	bin_457	0.0007121778	0.0007056399	1349	1911740	9
17119-05-01-243200068_1.fastq	bin_439	0.0073020216	0.0071367733	14353	2011133	99
17119-05-01-243200068_1.fastq	bin_25	0.06920073	0.062128052	295609	4758060	2257
17119-05-01-243200068_1.fastq	bin_450	0.0027364385	0.002711318	6745	2487720	47
17119-05-01-243200068_1.fastq	bin_506	0.0034322552	0.0032403218	9275	2862370	72
17119-05-01-243200068_1.fastq	bin_316	13.785537	0.99857956	2829575	2833600	276234
17119-05-01-243200068_1.fastq	bin_181	0.000072863724	0.000064398875	203	3152229	4
17119-05-01-243200068_1.fastq	bin_338	0.16100854	0.1429145	378349	2647380	2877
17119-05-01-243200068_1.fastq	bin_42	0.27773517	0.00020729617	500	2412008	13378
17119-05-01-243200068_1.fastq	bin_63	0.00017219073	0.00014216267	256	1800754	2
17119-05-01-243200068_1.fastq	bin_279	0.046873312	0.017106421	38627	2258041	770
17119-05-01-243200068_1.fastq	bin_113	0.00057420635	0.00015536252	254	1634886	1363
17119-05-01-243200068_1.fastq	bin_129	0.12200477	0.106659055	189736	1778902	1503
17119-05-01-243200068_1.fastq	bin_119	0.018005608	0.013125151	35596	2712045	332
17119-05-01-243200068_1.fastq	bin_54	1.96719	0.77391434	2010915	2598369	36306
17119-05-01-243200068_1.fastq	bin_67	0.00059284345	0.00049464457	1467	2965766	16
17119-05-01-243200068_1.fastq	bin_281	0.00032909782	0.00029863406	1297	4343108	11
17119-05-01-243200068_1.fastq	bin_101	0.0052536256	0.0041891993	7281	1738041	68
17119-05-01-243200068_1.fastq	bin_260	0.0046107327	0.0044024256	10712	2433204	75
17119-05-01-243200068_1.fastq	bin_499	0.0039045047	0.0036915143	5855	1586070	42
17119-05-01-243200068_1.fastq	bin_386	0.0021500497	0.0016967058	3519	2074019	36
17119-05-01-243200068_1.fastq	bin_475	0.005023098	0.004780485	9467	1980343	68
17119-05-01-243200068_1.fastq	bin_128	0	0	0	2792905	0
17119-05-01-243200068_1.fastq	bin_185	0.009081164	0.008024199	21429	2670547	168
17119-05-01-243200068_1.fastq	bin_580	0.0021222385	0.0021189067	5061	2388496	35
17119-05-01-243200068_1.fastq	bin_86	0.0031466146	0.0025820297	4671	1809042	40
17119-05-01-243200068_1.fastq	bin_326	0.003047292	0.0028368924	6858	2417434	52
17119-05-01-243200068_1.fastq	bin_224	0.8814224	0.00040418183	821	2031264	13879
17119-05-01-243200068_1.fastq	bin_362	0.01054288	0.010128434	19552	1930407	140
17119-05-01-243200068_1.fastq	bin_222	0.000025692325	0.00002481616	31	1249186	1
17119-05-01-243200068_1.fastq	bin_574	9.916439	0.99885577	2825682	2828919	187908
17119-05-01-243200068_1.fastq	bin_584	0.008561033	0.0055161365	15690	2844382	166
17119-05-01-243200068_1.fastq	bin_169	0.00612745	0.0040697097	5382	1322453	62
17119-05-01-243200068_1.fastq	bin_139	0.022380998	0.01815247	41159	2267405	373
17119-05-01-243200068_1.fastq	bin_99	0.004098884	0.0034848254	6998	2008135	63
17119-05-01-243200068_1.fastq	bin_264	273.0463	0.9993934	5104155	5107253	9540754
17119-05-01-243200068_1.fastq	bin_81	0.02766091	0.02085407	50345	2414157	483
17119-05-01-243200068_1.fastq	bin_425	0.009807775	0.00917815	14105	1536802	104
17119-05-01-243200068_1.fastq	bin_501	0.009587269	0.008610193	14015	1627722	110
17119-05-01-243200068_1.fastq	bin_531	1.6505659	0.7691461	1862405	2421393	26742
17119-05-01-243200068_1.fastq	bin_20	0.0024421958	0.0019786344	4082	2063039	37
17119-05-01-243200068_1.fastq	bin_396	0.07391196	0.06673326	308912	4629056	2307
17119-05-01-243200068_1.fastq	bin_93	0	0.000016021902	39	2434168	1
17119-05-01-243200068_1.fastq	bin_373	0.005361214	0.0048222006	8493	1761229	64
17119-05-01-243200068_1.fastq	bin_393	0.00033137153	0.00034365227	1051	3058324	12
17119-05-01-243200068_1.fastq	bin_353	0.004621112	0.0043763556	4017	917887	28
17119-05-01-243200068_1.fastq	bin_82	0.00069939357	0.000622911	2569	4124185	21
17119-05-01-243200068_1.fastq	bin_46	0.16431652	0.1411408	353311	2503252	2776
17119-05-01-243200068_1.fastq	bin_41	0.00002054527	0.000020234922	43	2125039	1
17119-05-01-243200068_1.fastq	bin_162	0.00029028294	0.00023390226	407	1740043	4
17119-05-01-243200068_1.fastq	bin_77	0.000049725735	0.00005422819	64	1180198	1
17119-05-01-243200068_1.fastq	bin_400	0.0020045552	0.0018470245	3017	1633438	22
17119-05-01-243200068_1.fastq	bin_485	0.00016793166	0.0001482858	424	2859343	5
17119-05-01-243200068_1.fastq	bin_166	2.0487254	0.7815307	1619595	2072337	28193
17119-05-01-243200068_1.fastq	bin_358	0.01028272	0.0097584035	18559	1901848	139
17119-05-01-243200068_1.fastq	bin_51	0.053204574	0.001001523	2908	2903578	1106
17119-05-01-243200068_1.fastq	bin_56	0.0008065801	0.0007656309	2163	2825121	11453
17119-05-01-243200068_1.fastq	bin_277	1.068554	0.09238418	442774	4792747	44381
17119-05-01-243200068_1.fastq	bin_476	0.011258773	0.01082027	15761	1456618	111
17119-05-01-243200068_1.fastq	bin_555	0.05950743	0.054977886	224156	4077203	1662
17119-05-01-243200068_1.fastq	bin_344	0.18882182	0.14695817	391635	2664942	3603
17119-05-01-243200068_1.fastq	bin_364	0.00021570663	0.00020871885	432	2069770	3
17119-05-01-243200068_1.fastq	bin_40	0	0	0	1475957	0
17119-05-01-243200068_1.fastq	bin_161	0.007925667	0.0072816582	10934	1501581	86
17119-05-01-243200068_1.fastq	bin_528	0.029102806	0.021228487	50463	2377136	499
17119-05-01-243200068_1.fastq	bin_21	0.032569736	0.027968287	123636	4420578	971
17119-05-01-243200068_1.fastq	bin_430	9.970693	0.9986189	2832983	2836901	189386
17119-05-01-243200068_1.fastq	bin_453	0.0066953967	0.006526397	12260	1878525	86
17119-05-01-243200068_1.fastq	bin_147	0	0	0	1912521	0
17119-05-01-243200068_1.fastq	bin_517	9.953203	0.9987186	2833959	2837595	189132
17119-05-01-243200068_1.fastq	bin_251	0.007090405	0.0063743764	29843	4681713	225
17119-05-01-243200068_1.fastq	bin_198	0.008482001	0.0049861385	11331	2272500	134
17119-05-01-243200068_1.fastq	bin_405	0.055438142	0.051637888	83632	1619586	600
17119-05-01-243200068_1.fastq	bin_455	0.0024103941	0.0023195306	7123	3070880	57
17119-05-01-243200068_1.fastq	bin_382	0.3418406	0.23055908	571852	2480284	5896
17119-05-01-243200068_1.fastq	bin_76	0.0018889613	0.00005965533	79	1324274	35
17119-05-01-243200068_1.fastq	bin_88	0.00016440402	0.000049245173	136	2761692	10
17119-05-01-243200068_1.fastq	bin_186	0.012169297	0.009885605	23043	2330965	191
17119-05-01-243200068_1.fastq	bin_399	9.95239	0.99862593	2833672	2837571	189037
17119-05-01-243200068_1.fastq	bin_292	0	0	0	1733828	0
17119-05-01-243200068_1.fastq	bin_38	2.0499654	0.7871626	2024842	2572330	35811
17119-05-01-243200068_1.fastq	bin_275	0.005227642	0.0031949484	6270	1962473	72
17119-05-01-243200068_1.fastq	bin_346	0.21852036	0.18171778	337129	1855234	2673
17119-05-01-243200068_1.fastq	bin_477	0.006393013	0.005915496	5576	942609	40
17119-05-01-243200068_1.fastq	bin_304	0.3208132	0.23929031	639785	2673677	5875
17119-05-01-243200068_1.fastq	bin_295	0	0	0	1787269	0
17119-05-01-243200068_1.fastq	bin_351	0.15979598	0.1424117	353087	2479340	2664
17119-05-01-243200068_1.fastq	bin_409	0.10776147	0.09206577	329134	3574988	2570
17119-05-01-243200068_1.fastq	bin_404	0.08299745	0.07627318	306903	4023734	2275
17119-05-01-243200068_1.fastq	bin_403	0.01254827	0.009585386	19731	2058446	218
17119-05-01-243200068_1.fastq	bin_142	0.009512246	0.007666282	15136	1974360	139
17119-05-01-243200068_1.fastq	bin_534	0	0	0	1815780	0
17119-05-01-243200068_1.fastq	bin_219	7.9723973	0.99860865	4015595	4021190	217502
17119-05-01-243200068_1.fastq	bin_573	0.00126881	0.0011237762	1537	1367710	11
17119-05-01-243200068_1.fastq	bin_434	0.0064680083	0.006130402	8325	1357986	59
17119-05-01-243200068_1.fastq	bin_268	10.11511	0.9988385	2774185	2777411	188171
17119-05-01-243200068_1.fastq	bin_436	0.008112549	0.00791928	13907	1756094	98
17119-05-01-243200068_1.fastq	bin_352	0.1601033	0.11367813	153602	1351201	1492
17119-05-01-243200068_1.fastq	bin_332	0.012162426	0.004657689	9577	2056170	190
17119-05-01-243200068_1.fastq	bin_414	0.0001109429	0.00010121414	280	2766412	6
17119-05-01-243200068_1.fastq	bin_328	0.05583923	0.05224857	88592	1695587	635
17119-05-01-243200068_1.fastq	bin_165	0	0	0	1250295	0
17119-05-01-243200068_1.fastq	bin_141	0.008184431	0.007646004	23128	3024848	167
17119-05-01-243200068_1.fastq	bin_582	0.0036912158	0.0030893164	7709	2495374	69
17119-05-01-243200068_1.fastq	bin_284	0.020053163	0.016282365	96146	5904916	793
17119-05-01-243200068_1.fastq	bin_287	0.0014208859	0.0013278153	2261	1702797	16
17119-05-01-243200068_1.fastq	bin_195	0.0047342395	0.0040822052	9285	2274506	78
17119-05-01-243200068_1.fastq	bin_467	0.009981636	0.00038422068	945	2459524	316
17119-05-01-243200068_1.fastq	bin_110	0.016822707	0.015271653	72690	4759799	547
17119-05-01-243200068_1.fastq	bin_64	0.0004348231	0.00039115778	1111	2840286	10
17119-05-01-243200068_1.fastq	bin_144	0.0069442936	0.0021268507	4341	2041046	138
17119-05-01-243200068_1.fastq	bin_363	0.010180204	0.009662157	15708	1625724	113
17119-05-01-243200068_1.fastq	bin_257	0.0015689863	0.0012827725	5208	4059956	59
17119-05-01-243200068_1.fastq	bin_176	0.0038324783	0.0026890328	11572	4303406	180
17119-05-01-243200068_1.fastq	bin_34	0.0025737542	0.0023808014	8404	3529904	62
17119-05-01-243200068_1.fastq	bin_29	0.0025098932	0.0006104015	1128	1847964	73
17119-05-01-243200068_1.fastq	bin_556	0.0037939472	0.0031112572	5952	1913053	48
17119-05-01-243200068_1.fastq	bin_538	0.006986893	0.006871321	12890	1875913	89
17119-05-01-243200068_1.fastq	bin_377	0.31207073	0.25239506	663374	2628316	5595
17119-05-01-243200068_1.fastq	bin_153	0	0	0	1821769	0
17119-05-01-243200068_1.fastq	bin_371	0.00012951721	0.000063098145	55	871658	2
17119-05-01-243200068_1.fastq	bin_39	0.00005272356	0.000040331637	109	2702593	8
17119-05-01-243200068_1.fastq	bin_464	0.00040426696	0.0003848792	1690	4390988	12
17119-05-01-243200068_1.fastq	bin_201	0.0022351097	0.002089876	2952	1412524	24
17119-05-01-243200068_1.fastq	bin_445	11.110264	0.99850804	2842324	2846571	212134
17119-05-01-243200068_1.fastq	bin_19	0.0026937225	0.0018328693	3837	2093439	59
17119-05-01-243200068_1.fastq	bin_207	0.02509737	0.02050119	94011	4585636	776
17119-05-01-243200068_1.fastq	bin_239	0.000014951857	0.000014716108	28	1902677	1
17119-05-01-243200068_1.fastq	bin_108	0.00635718	0.00456477	7888	1728017	78
17119-05-01-243200068_1.fastq	bin_188	0.008013454	0.006652913	10142	1524445	85
17119-05-01-243200068_1.fastq	bin_505	0.0024343198	0.0023998304	5611	2338082	40
17119-05-01-243200068_1.fastq	bin_246	0.0019262042	0.0017158531	1714	998920	13
17119-05-01-243200068_1.fastq	bin_415	0.010157681	0.009733398	14849	1525572	104
17119-05-01-243200068_1.fastq	bin_495	0.0037466343	0.0036715586	8516	2319451	94
17119-05-01-243200068_1.fastq	bin_48	0.00002989639	0.000029590608	69	2331821	2
17119-05-01-243200068_1.fastq	bin_280	0.00591935	0.0002939086	610	2075475	171
17119-05-01-243200068_1.fastq	bin_203	0	0.0000241802	40	1654246	36
17119-05-01-243200068_1.fastq	bin_211	0.9672797	0.022569135	44126	1955148	17767
17119-05-01-243200068_1.fastq	bin_359	0.0066246376	0.006471414	11116	1717708	78
17119-05-01-243200068_1.fastq	bin_448	0.091168575	0.07813	153810	1968642	1192
17119-05-01-243200068_1.fastq	bin_547	0.008195255	0.0076566963	13127	1714447	95
17119-05-01-243200068_1.fastq	bin_341	0.0015923728	0.0015020029	3283	2185748	23
17119-05-01-243200068_1.fastq	bin_80	0.00014030993	0.00013975325	354	2533036	4
17119-05-01-243200068_1.fastq	bin_115	0.03303238	0.027106121	52212	1926207	440
17119-05-01-243200068_1.fastq	bin_426	0.0018931151	0.000053730222	82	1526143	35
17119-05-01-243200068_1.fastq	bin_471	0.0025132222	0.002397792	4903	2044798	34
17119-05-01-243200068_1.fastq	bin_230	0.009322432	0.008436952	17122	2029406	129
17119-05-01-243200068_1.fastq	bin_583	1.6724644	0.77197444	1902365	2464285	27560
17119-05-01-243200068_1.fastq	bin_518	11.318905	0.99684477	2811818	2820718	214668
17119-05-01-243200068_1.fastq	bin_422	0.011669016	0.011187723	16237	1451323	114
17119-05-01-243200068_1.fastq	bin_236	0.09165742	0.069269195	302297	4364090	2755
