""	"17119-05-33-243200064"	"17119-05-40-243200090"	"17119-05-06-243200069"	"17119-05-09-243200070"	"17119-05-15-243200093"	"17119-05-18-243200100"	"17119-05-20-243200063"	"17119-05-28-243200078"	"17119-05-31-243200080"	"17119-05-34-243200097"	"17119-05-36-243200079"	"17119-05-39-243200084"	"17119-05-14-243200089"	"17119-05-17-243200086"	"17119-05-23-243200073"	"17119-05-26-243200098"	"17119-05-35-243200067"	"17119-05-37-243200074"	"17119D-05-29-243200065"	"REF_GCF_003795065"	"REF_GCF_003971565"
"g011790"	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g011794"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g011797"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g011798"	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g011846"	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"g011852"	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"g011873"	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0
"g011905"	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0
"g011954"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g011961"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0
"g011984"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
"g011998"	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g012133"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0
"g012181"	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
"g012396"	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1
"g012446"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
"g012505"	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0
"g012600"	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g012602"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g012610"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g012644"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
"g012648"	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1
"g012687"	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
"g012741"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g012745"	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g012768"	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1
"g012868"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1
"g012910"	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0
"g012952"	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g012953"	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013062"	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
"g013068"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0
"g013082"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013128"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013133"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013153"	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g013205"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013239"	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1
"g013247"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013281"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g013287"	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"g013294"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013337"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1
"g013342"	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
"g013375"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013380"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013385"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013462"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g013646"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
"g013735"	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g013736"	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
"g013827"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g013845"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0
"g013931"	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g013932"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g014069"	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0
"g014072"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g014099"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g014476"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g014488"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g014519"	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g014663"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g014692"	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0
"g014693"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g014771"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g014772"	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g014781"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1
"g014881"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1
"g014954"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g014985"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1
"g015265"	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0
"g015288"	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1
"g015303"	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1
"g015437"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015438"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015445"	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"g015547"	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015548"	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015632"	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015639"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015790"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015792"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g016033"	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
"g016203"	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1
"g016204"	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1
"g016212"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1
"g016240"	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016264"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016268"	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016276"	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"g016277"	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016326"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
"g016459"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0
"g016545"	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016546"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016550"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016551"	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"g016603"	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0
"g016680"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g016709"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0
"g016857"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g016858"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g016973"	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0
"g017309"	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0
"g017473"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
"g017506"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017557"	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
"g017559"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g017579"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017671"	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"g017672"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017675"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017678"	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"g017679"	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"g017704"	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0
"g017760"	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0
"g017761"	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017762"	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017763"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017764"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0
"g017777"	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g017789"	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017802"	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017812"	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0
"g017912"	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g017984"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018006"	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"g018007"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018018"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
"g018037"	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g018040"	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018055"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018083"	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"g018247"	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g018321"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g018322"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g018339"	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
"g018362"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g018398"	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
"g018431"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018463"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0
"g018473"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0
"g018501"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018508"	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0
"g018509"	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1
"g018514"	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1
"g018550"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
"g018551"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
"g018561"	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g018562"	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018583"	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1
"g018620"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018642"	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0
"g018711"	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018716"	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
"g018717"	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g018739"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g018767"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g018898"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g018994"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
"g019002"	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0
"g019128"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
"g019138"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0
"g019139"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
"g019140"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
"g019141"	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0
"g019198"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g019208"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g019209"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g019210"	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0
