""	"17119-05-33-243200064"	"17119-05-40-243200090"	"17119-05-06-243200069"	"17119-05-09-243200070"	"17119-05-15-243200093"	"17119-05-18-243200100"	"17119-05-20-243200063"	"17119-05-28-243200078"	"17119-05-31-243200080"	"17119-05-34-243200097"	"17119-05-36-243200079"	"17119-05-39-243200084"	"17119-05-14-243200089"	"17119-05-17-243200086"	"17119-05-23-243200073"	"17119-05-26-243200098"	"17119-05-35-243200067"	"17119-05-37-243200074"	"17119D-05-29-243200065"	"REF_GCF_003795065"	"REF_GCF_003971565"
"g015282"	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1
"g015284"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015288"	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1
"g015290"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015292"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015294"	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015296"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015297"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015298"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015299"	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015300"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"g015303"	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1
"g015306"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015307"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015309"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015310"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015317"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015318"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015324"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015341"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g015344"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g015426"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015437"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015438"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015440"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015445"	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"g015475"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"g015481"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015482"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015483"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015484"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015485"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015489"	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1
"g015490"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015492"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015493"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015494"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015495"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015496"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015498"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015517"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015525"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015528"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015532"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015533"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015534"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015540"	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1
"g015542"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1
"g015547"	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015548"	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015549"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015551"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015554"	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
"g015556"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
"g015557"	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1
"g015558"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015559"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015561"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015562"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015566"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015567"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015568"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
"g015582"	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g015632"	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015633"	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"g015639"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015657"	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0
"g015705"	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0
"g015724"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015753"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015754"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015755"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g015756"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015757"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g015758"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015759"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015766"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015774"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015779"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015783"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g015789"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g015790"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g015792"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g015796"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015798"	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
"g015800"	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
"g015801"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g015805"	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0
"g015813"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g015815"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015818"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015819"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015820"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015824"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015843"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g015871"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015882"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015954"	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"g015960"	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1
"g015962"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g015965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g015966"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015968"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015969"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015970"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015971"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g015972"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015973"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015974"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g015975"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g015985"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1
"g015987"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015988"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015990"	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
"g015991"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015992"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g015993"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
"g015997"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016006"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016010"	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
"g016011"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016012"	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
"g016013"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016014"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016016"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g016017"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016019"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016020"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016023"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016024"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016026"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016028"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g016029"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016031"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016032"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016033"	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
"g016034"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g016038"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016044"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016049"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016050"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016051"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016052"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016060"	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
"g016061"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016064"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016066"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016068"	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1
"g016071"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016075"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016076"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016077"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g016080"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016081"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016082"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016085"	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1
"g016087"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016089"	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1
"g016090"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016097"	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1
"g016098"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016100"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016105"	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1
"g016106"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016108"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016109"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016110"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g016111"	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1
"g016113"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016117"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016118"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016119"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016120"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016121"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016124"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016125"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016126"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016127"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016129"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016131"	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g016133"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
"g016135"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016137"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016143"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016146"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016153"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016154"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016168"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016170"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016171"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016172"	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
"g016176"	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016177"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016178"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016184"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016185"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016189"	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0
"g016190"	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016193"	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1
"g016198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016201"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016203"	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1
"g016204"	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1
"g016206"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016211"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016212"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1
"g016213"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016214"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016222"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016223"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016229"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016230"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016238"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016240"	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016241"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g016243"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1
"g016245"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g016261"	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
"g016262"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016264"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016266"	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g016268"	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016272"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016276"	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"g016277"	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g016279"	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g016280"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016281"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016282"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016285"	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1
"g016295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016298"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016303"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016305"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016306"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g016309"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016311"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016315"	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1
"g016318"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016320"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016321"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016324"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016326"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
"g016328"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016329"	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
"g016331"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1
"g016333"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016347"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g016352"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016355"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g016356"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g016357"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g016359"	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"g016360"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g016362"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"g016367"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016378"	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0
"g016380"	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
"g016386"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"g016388"	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0
"g016393"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
"g016394"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g016396"	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
"g016405"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016411"	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1
"g016415"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g016423"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g016431"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g016435"	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
