""	"17119-05-33-243200064"	"17119-05-40-243200090"	"17119-05-06-243200069"	"17119-05-09-243200070"	"17119-05-15-243200093"	"17119-05-18-243200100"	"17119-05-20-243200063"	"17119-05-28-243200078"	"17119-05-31-243200080"	"17119-05-34-243200097"	"17119-05-36-243200079"	"17119-05-39-243200084"	"17119-05-14-243200089"	"17119-05-17-243200086"	"17119-05-23-243200073"	"17119-05-26-243200098"	"17119-05-35-243200067"	"17119-05-37-243200074"	"17119D-05-29-243200065"	"REF_GCF_003795065"	"REF_GCF_003971565"
"g007246"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g007250"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g007258"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007262"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
"g007263"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007267"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007268"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g007271"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007272"	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0
"g007280"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g007282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g007284"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007285"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g007286"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g007287"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
"g007295"	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007300"	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"g007302"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007305"	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g007306"	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g007308"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007309"	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g007313"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g007314"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g007320"	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1
"g007325"	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0
"g007326"	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0
"g007328"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007329"	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0
"g007333"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
"g007334"	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0
"g007335"	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0
"g007339"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007341"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"g007342"	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0
"g007345"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007346"	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g007347"	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1
"g007349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g007352"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007353"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007354"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007358"	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g007359"	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"g007360"	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"g007367"	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
"g007374"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1
"g007376"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g007379"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007385"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g007389"	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	0	0
"g007392"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007400"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g007405"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007406"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007410"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007412"	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
"g007415"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007420"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
"g007421"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007455"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g007480"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g007481"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g007482"	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g007483"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0
"g007484"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g007486"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007487"	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0
"g007496"	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g007500"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007501"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007504"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g007512"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007517"	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
"g007521"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g007525"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g007527"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g007528"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
"g007534"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
"g007536"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
"g007539"	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"g007543"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007544"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007545"	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1
"g007548"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g007549"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007554"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007562"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007576"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g007577"	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0
"g007579"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007592"	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007596"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007597"	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1
"g007601"	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
"g007615"	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0
"g007616"	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0
"g007617"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g007618"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g007621"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
"g007622"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0
"g007623"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007625"	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0
"g007626"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007627"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
"g007629"	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0
"g007630"	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0
"g007649"	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
"g007652"	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1
"g007653"	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1
"g007655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g007667"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"g007682"	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1
"g007686"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007687"	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0
"g007688"	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007696"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g007699"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0
"g007702"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007703"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007713"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0
"g007715"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g007721"	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0
"g007726"	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0
"g007735"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007741"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007744"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007747"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007749"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g007750"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g007751"	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1
"g007760"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g007761"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g007763"	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0
"g007764"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g007765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g007770"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007771"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007772"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g007773"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g007774"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g007777"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007778"	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0
"g007779"	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"g007780"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
"g007782"	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g007783"	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g007787"	0	1	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0
"g007789"	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0
"g007790"	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
"g007791"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007792"	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
"g007793"	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007794"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007796"	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0
"g007801"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g007802"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007804"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"g007813"	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
"g007817"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g007823"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
"g007824"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007825"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007826"	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0
"g007827"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g007828"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007837"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
"g007840"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007843"	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0
"g007846"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g007871"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007872"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007875"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g007881"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007882"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g007885"	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1
"g007888"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g007901"	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1
"g007905"	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0
"g007906"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
"g007911"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007912"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g007916"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007918"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
"g007919"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
"g007923"	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007924"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007925"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007926"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0
"g007931"	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0
"g007936"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g007942"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g007943"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g007944"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g007945"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g007946"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g007949"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007950"	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0
"g007951"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0
"g007952"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g007953"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007954"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g007956"	0	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0
"g007967"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
"g007970"	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0
"g007973"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g007977"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007978"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007980"	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
"g007981"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g007985"	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0
"g007986"	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0
"g007990"	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1
"g007992"	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1
"g007994"	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1
"g007996"	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0
"g008002"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008015"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008018"	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0
"g008027"	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
"g008038"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g008043"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g008048"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008050"	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
"g008051"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0
"g008055"	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008058"	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008060"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g008063"	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008064"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008065"	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008072"	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008076"	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008079"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008085"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008086"	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008094"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"g008096"	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g008097"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008098"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008099"	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008100"	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008101"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008102"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008103"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008108"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008109"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008110"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008111"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g008113"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008124"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g008128"	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0
"g008148"	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0
"g008149"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g008150"	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008153"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g008155"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g008157"	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0
"g008158"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g008160"	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
"g008165"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g008166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008167"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008168"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008169"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008170"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008171"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008174"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008175"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008179"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008181"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008207"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008209"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008213"	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g008217"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
"g008218"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008219"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g008220"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g008222"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
"g008224"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g008228"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g008230"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
